sample_rank,repo_name,snapshot_date,year,llm_native_manual,collaboration_niche,commit_sha,marker_tool,evidence_level,marker_path,blob_sha,size_bytes,tasks,content_read
19,apache/airflow,2026-08-29,2026,traditional,model_infra,9d54ac94826d8f46c0d6d1032ee7d9988e562d70,claude_code,residual_gitignore,.gitignore,ea5b9e46bd1965a3ea352e0c4428d06da992041c,6786,,yes
19,apache/airflow,2026-08-29,2026,traditional,model_infra,9d54ac94826d8f46c0d6d1032ee7d9988e562d70,cursor,residual_gitignore,.gitignore,ea5b9e46bd1965a3ea352e0c4428d06da992041c,6786,,yes
19,apache/airflow,2026-08-29,2026,traditional,model_infra,9d54ac94826d8f46c0d6d1032ee7d9988e562d70,roo_code,residual_gitignore,.gitignore,ea5b9e46bd1965a3ea352e0c4428d06da992041c,6786,,yes
20,BerriAI/litellm,2025-12-31,2025,llm_native,model_infra,b343d1515733030add157d194abd3b73726c91ad,cross_agent,active_instruction,AGENTS.md,61afbd035fe4eab18959e7c13bb8b815d2d7ec72,7606,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
20,BerriAI/litellm,2025-12-31,2025,llm_native,model_infra,b343d1515733030add157d194abd3b73726c91ad,claude_code,active_instruction,CLAUDE.md,23a0e97eaeec6d27a62693dce5e97d8676c1c9c4,4321,implementation|tests_validation|code_review|issue_planning|release_dependency|repository_context,yes
20,BerriAI/litellm,2025-12-31,2025,llm_native,model_infra,b343d1515733030add157d194abd3b73726c91ad,gemini,active_instruction,GEMINI.md,a9d40c910b20046fb16fd6180e01b7a0e22e6ade,4299,implementation|tests_validation|code_review|issue_planning|release_dependency|repository_context,yes
20,BerriAI/litellm,2025-12-31,2025,llm_native,model_infra,b343d1515733030add157d194abd3b73726c91ad,cursor,residual_gitignore,.gitignore,9a4f666bf47d42812565dd383d86fccea4cc2b2f,2796,,yes
20,BerriAI/litellm,2026-08-29,2026,llm_native,model_infra,5476f91b4af507889f94fc10e66b7a9ea2386939,cross_agent,active_instruction,AGENTS.md,41921fdff4dca18b31e5c8ffb25563e0a2d41ebf,38,,yes
20,BerriAI/litellm,2026-08-29,2026,llm_native,model_infra,5476f91b4af507889f94fc10e66b7a9ea2386939,claude_code,active_instruction,CLAUDE.md,930825aeb89f24e02d36fed516f056d3db8d1346,15605,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
20,BerriAI/litellm,2026-08-29,2026,llm_native,model_infra,5476f91b4af507889f94fc10e66b7a9ea2386939,gemini,active_instruction,GEMINI.md,41921fdff4dca18b31e5c8ffb25563e0a2d41ebf,38,,yes
20,BerriAI/litellm,2026-08-29,2026,llm_native,model_infra,5476f91b4af507889f94fc10e66b7a9ea2386939,claude_code,residual_gitignore,.gitignore,deb0acae56e4f52776672dc91976d8952733c897,3816,,yes
20,BerriAI/litellm,2026-08-29,2026,llm_native,model_infra,5476f91b4af507889f94fc10e66b7a9ea2386939,cursor,residual_gitignore,.gitignore,deb0acae56e4f52776672dc91976d8952733c897,3816,,yes
21,ggml-org/llama.cpp,2025-12-31,2025,llm_native,model_infra,4cd162a1235682d78e0ad04ca5f27bcaeef2460e,cross_agent,active_instruction,AGENTS.md,31399a7d918261d42273a2c0e74a090501d54e1c,4445,implementation|tests_validation|documentation|code_review|issue_planning,yes
21,ggml-org/llama.cpp,2025-12-31,2025,llm_native,model_infra,4cd162a1235682d78e0ad04ca5f27bcaeef2460e,claude_code,active_instruction,CLAUDE.md,302cdeab99cfd3661740427eb97391e7b573bac1,106,code_review,yes
21,ggml-org/llama.cpp,2025-12-31,2025,llm_native,model_infra,4cd162a1235682d78e0ad04ca5f27bcaeef2460e,gemini,active_config,.gemini,aa0961d3416c9b9cb110cf45b65b7a2832cc7b95,,,no
21,ggml-org/llama.cpp,2025-12-31,2025,llm_native,model_infra,4cd162a1235682d78e0ad04ca5f27bcaeef2460e,windsurf,residual_gitignore,.gitignore,05eb578a82ff699ff3b67ec32aa43c9429aa11e8,1618,,yes
21,ggml-org/llama.cpp,2026-08-29,2026,llm_native,model_infra,90c26fcd4b2114b4aa39d09d69318cb8f438d27a,cross_agent,active_instruction,AGENTS.md,6d83a02f425239a1b5dab3a1c467132d49e5d5ba,12170,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
21,ggml-org/llama.cpp,2026-08-29,2026,llm_native,model_infra,90c26fcd4b2114b4aa39d09d69318cb8f438d27a,claude_code,active_instruction,CLAUDE.md,302cdeab99cfd3661740427eb97391e7b573bac1,106,code_review,yes
21,ggml-org/llama.cpp,2026-08-29,2026,llm_native,model_infra,90c26fcd4b2114b4aa39d09d69318cb8f438d27a,gemini,active_config,.gemini,aa0961d3416c9b9cb110cf45b65b7a2832cc7b95,,,no
21,ggml-org/llama.cpp,2026-08-29,2026,llm_native,model_infra,90c26fcd4b2114b4aa39d09d69318cb8f438d27a,windsurf,residual_gitignore,.gitignore,9b589615a402350efb3765177c701ef5a3d37608,1713,,yes
22,n8n-io/n8n,2025-12-31,2025,mixed,agent_framework,9329d55c644fd756c16e25b95c8ea3819a5987ce,cross_agent,active_instruction,AGENTS.md,d8b19747ea5d06a7f8b0d08c52c719ae8796d2cf,6377,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|repository_context,yes
22,n8n-io/n8n,2025-12-31,2025,mixed,agent_framework,9329d55c644fd756c16e25b95c8ea3819a5987ce,claude_code,active_instruction,CLAUDE.md,43c994c2d3617f947bcb5adf1933e21dabe46bb5,11,,yes
22,n8n-io/n8n,2025-12-31,2025,mixed,agent_framework,9329d55c644fd756c16e25b95c8ea3819a5987ce,cursor,residual_gitignore,.gitignore,44675f35c358b39fea1576d841fc9769afb4d7e9,797,,yes
22,n8n-io/n8n,2026-08-29,2026,mixed,agent_framework,770b97ca4748ac45fdc43f12d80006503d5d905a,cross_agent,active_instruction,AGENTS.md,5d0604a70b4f49fddb1ad3ac4fd611befe9419a1,17860,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
22,n8n-io/n8n,2026-08-29,2026,mixed,agent_framework,770b97ca4748ac45fdc43f12d80006503d5d905a,claude_code,active_instruction,CLAUDE.md,43c994c2d3617f947bcb5adf1933e21dabe46bb5,11,,yes
22,n8n-io/n8n,2026-08-29,2026,mixed,agent_framework,770b97ca4748ac45fdc43f12d80006503d5d905a,cross_agent,active_config,.agents,37bb786079aa7cc899dbc095f1b60719c345987b,,,no
22,n8n-io/n8n,2026-08-29,2026,mixed,agent_framework,770b97ca4748ac45fdc43f12d80006503d5d905a,claude_code,active_config,.claude,2f2846379917f56bdba2682d2bdfc126ca5f4c8f,,,no
22,n8n-io/n8n,2026-08-29,2026,mixed,agent_framework,770b97ca4748ac45fdc43f12d80006503d5d905a,claude_code,residual_gitignore,.gitignore,22c2b0ede4c403aeff2075ab09363a32a5d4eebf,1972,,yes
22,n8n-io/n8n,2026-08-29,2026,mixed,agent_framework,770b97ca4748ac45fdc43f12d80006503d5d905a,cursor,residual_gitignore,.gitignore,22c2b0ede4c403aeff2075ab09363a32a5d4eebf,1972,,yes
23,ray-project/ray,2025-12-31,2025,traditional,model_infra,394cd2d5e0641d8ce4b44577da0f37dcedbac736,gemini,active_config,.gemini,b01c21488b2d89c37233d691e71b642ade63fe15,,,no
23,ray-project/ray,2026-08-29,2026,traditional,model_infra,7bbef5a7de29c97a44e682e21fa0d4f759f92937,cross_agent,active_instruction,AGENTS.md,88b14137005c0700c3831fbd77891b5e18e9f2ab,3741,implementation|tests_validation|documentation|code_review|issue_planning|repository_context,yes
23,ray-project/ray,2026-08-29,2026,traditional,model_infra,7bbef5a7de29c97a44e682e21fa0d4f759f92937,claude_code,active_config,.claude,ba03329746712d5546866cbb479774195282148d,,,no
23,ray-project/ray,2026-08-29,2026,traditional,model_infra,7bbef5a7de29c97a44e682e21fa0d4f759f92937,gemini,active_config,.gemini,023dc99fc381ccd40af9bc97bbff344b8cecd804,,,no
23,ray-project/ray,2026-08-29,2026,traditional,model_infra,7bbef5a7de29c97a44e682e21fa0d4f759f92937,claude_code,residual_gitignore,.gitignore,665e88edefd3a898f2e43ead219a98567eaf90a1,4012,,yes
24,apache/spark,2026-08-29,2026,traditional,model_infra,1b77a2539efd3d145341771266948a6711fc9b10,cross_agent,active_instruction,AGENTS.md,8ec93d418ba92de5f4cc947fb15f968bf58c66a5,19838,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
24,apache/spark,2026-08-29,2026,traditional,model_infra,1b77a2539efd3d145341771266948a6711fc9b10,claude_code,active_instruction,CLAUDE.md,47dc3e3d863cfb5727b87d785d09abf9743c0a72,9,,yes
24,apache/spark,2026-08-29,2026,traditional,model_infra,1b77a2539efd3d145341771266948a6711fc9b10,claude_code,residual_gitignore,.gitignore,a3c760b9b8e13af5f2dea495949b8fcb623368db,2211,,yes
25,coder/coder,2023-12-31,2023,mixed,agent_runtime_infra,3582284977f12d76f24aaf5cb272877824a1ee67,roo_code,residual_gitignore,.gitignore,5e5631409ce86a5dbea3470e96a02f46d79067b4,1077,,yes
25,coder/coder,2024-12-31,2024,mixed,agent_runtime_infra,f517e5f3e055df96b4c3c1612fd5e574e7299ab9,roo_code,residual_gitignore,.gitignore,16607eacaa35e72a367a17cf8ff59c6ad71319dd,1165,,yes
25,coder/coder,2025-12-31,2025,mixed,agent_runtime_infra,07924037e79e130a088626680703dac6a192134b,cross_agent,active_instruction,AGENTS.md,9cdb31a125cacd5fde5f0448838f90e92e99a949,9536,implementation|tests_validation|documentation|code_review|issue_planning|repository_context,yes
25,coder/coder,2025-12-31,2025,mixed,agent_runtime_infra,07924037e79e130a088626680703dac6a192134b,claude_code,active_instruction,CLAUDE.md,47dc3e3d863cfb5727b87d785d09abf9743c0a72,9,,yes
25,coder/coder,2025-12-31,2025,mixed,agent_runtime_infra,07924037e79e130a088626680703dac6a192134b,cursor,active_instruction,.cursorrules,47dc3e3d863cfb5727b87d785d09abf9743c0a72,9,,yes
25,coder/coder,2025-12-31,2025,mixed,agent_runtime_infra,07924037e79e130a088626680703dac6a192134b,claude_code,active_config,.claude,f5748657efc7eaa9e7bec0b38f2f4d040c14530a,,,no
25,coder/coder,2025-12-31,2025,mixed,agent_runtime_infra,07924037e79e130a088626680703dac6a192134b,claude_code,residual_gitignore,.gitignore,b6b753cfe31abb6706cbd234c25efdebaa93d145,1520,,yes
25,coder/coder,2025-12-31,2025,mixed,agent_runtime_infra,07924037e79e130a088626680703dac6a192134b,roo_code,residual_gitignore,.gitignore,b6b753cfe31abb6706cbd234c25efdebaa93d145,1520,,yes
25,coder/coder,2026-08-29,2026,mixed,agent_runtime_infra,8bf271c5030fdc0cd06ab1d3c0f5714712a1c8d5,cross_agent,active_instruction,AGENTS.md,1e58f9467f75be9ec7cbf5f66e98e7543893b257,6506,implementation|tests_validation|documentation|code_review|issue_planning|repository_context,yes
25,coder/coder,2026-08-29,2026,mixed,agent_runtime_infra,8bf271c5030fdc0cd06ab1d3c0f5714712a1c8d5,claude_code,active_instruction,CLAUDE.md,47dc3e3d863cfb5727b87d785d09abf9743c0a72,9,,yes
25,coder/coder,2026-08-29,2026,mixed,agent_runtime_infra,8bf271c5030fdc0cd06ab1d3c0f5714712a1c8d5,cursor,active_instruction,.cursorrules,47dc3e3d863cfb5727b87d785d09abf9743c0a72,9,,yes
25,coder/coder,2026-08-29,2026,mixed,agent_runtime_infra,8bf271c5030fdc0cd06ab1d3c0f5714712a1c8d5,cross_agent,active_config,.agents,48d9f0cb73fce4dd844e16853e905ed8baac924a,,,no
25,coder/coder,2026-08-29,2026,mixed,agent_runtime_infra,8bf271c5030fdc0cd06ab1d3c0f5714712a1c8d5,claude_code,active_config,.claude,c17b98be8b3d800dce7782dcdaee02338c6f72c0,,,no
25,coder/coder,2026-08-29,2026,mixed,agent_runtime_infra,8bf271c5030fdc0cd06ab1d3c0f5714712a1c8d5,claude_code,residual_gitignore,.gitignore,e6177998a11dd1c3b6c7470e943dc6fe804ba78c,2439,,yes
25,coder/coder,2026-08-29,2026,mixed,agent_runtime_infra,8bf271c5030fdc0cd06ab1d3c0f5714712a1c8d5,roo_code,residual_gitignore,.gitignore,e6177998a11dd1c3b6c7470e943dc6fe804ba78c,2439,,yes
26,vercel/ai,2026-08-29,2026,llm_native,agent_framework,b1fd1bb8d259b7cda511a6c9b65b330d532d4a09,cross_agent,active_instruction,AGENTS.md,da8a62fcc855801b1ea87388d9b78d46c0338095,13420,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
26,vercel/ai,2026-08-29,2026,llm_native,agent_framework,b1fd1bb8d259b7cda511a6c9b65b330d532d4a09,claude_code,active_instruction,CLAUDE.md,47dc3e3d863cfb5727b87d785d09abf9743c0a72,9,,yes
26,vercel/ai,2026-08-29,2026,llm_native,agent_framework,b1fd1bb8d259b7cda511a6c9b65b330d532d4a09,cross_agent,active_config,.agents,95eaedd5aeae8f9259f37ce2ba43e0885d1a3449,,,no
26,vercel/ai,2026-08-29,2026,llm_native,agent_framework,b1fd1bb8d259b7cda511a6c9b65b330d532d4a09,claude_code,active_config,.claude,3f34023e1bf781495386bb672f2bf986693a0052,,,no
26,vercel/ai,2026-08-29,2026,llm_native,agent_framework,b1fd1bb8d259b7cda511a6c9b65b330d532d4a09,codex,active_config,.codex,61067b4e8f4dc2200f49cbc822cf815f118b51e9,,,no
26,vercel/ai,2026-08-29,2026,llm_native,agent_framework,b1fd1bb8d259b7cda511a6c9b65b330d532d4a09,cursor,active_config,.cursor,30a8ceebe8ac9dde2955e3957ceb4e873fa48cc3,,,no
27,mastra-ai/mastra,2025-12-31,2025,llm_native,agent_framework,e0941c3d7fc75695d5d258e7008fd5d6e650800c,claude_code,active_instruction,CLAUDE.md,a13dc094c92fb01afd44112d4cc09ad243bbf684,5926,implementation|tests_validation|documentation|issue_planning|release_dependency|repository_context,yes
27,mastra-ai/mastra,2025-12-31,2025,llm_native,agent_framework,e0941c3d7fc75695d5d258e7008fd5d6e650800c,windsurf,active_instruction,.windsurfrules,d6aefa44a101e44d95f7e37151f735d90aaaf835,1127,implementation|tests_validation|documentation,yes
27,mastra-ai/mastra,2025-12-31,2025,llm_native,agent_framework,e0941c3d7fc75695d5d258e7008fd5d6e650800c,cursor,active_instruction,.cursor/rules,13aef50de0dfd913ab93f3bb84d1441927c83b96,,,no
27,mastra-ai/mastra,2025-12-31,2025,llm_native,agent_framework,e0941c3d7fc75695d5d258e7008fd5d6e650800c,claude_code,active_config,.claude,349c8e3cc75e7a28b747dc538a42e2ce57bebcd5,,,no
27,mastra-ai/mastra,2025-12-31,2025,llm_native,agent_framework,e0941c3d7fc75695d5d258e7008fd5d6e650800c,cursor,active_config,.cursor,26facc0c412cb9349728b1eebee2fd6029718ed2,,,no
27,mastra-ai/mastra,2025-12-31,2025,llm_native,agent_framework,e0941c3d7fc75695d5d258e7008fd5d6e650800c,claude_code,residual_gitignore,.gitignore,7d75a873829d5f81f59a751bb97b578a0fb9b68d,557,,yes
27,mastra-ai/mastra,2026-08-29,2026,llm_native,agent_framework,5dfac1bc38faee8742d698eadccd3e6bec3e2fcf,cross_agent,active_instruction,AGENTS.md,1a76d78aa2cdadca18d0f50dcec81f6b7dcdb825,1675,implementation|tests_validation|documentation|issue_planning|repository_context,yes
27,mastra-ai/mastra,2026-08-29,2026,llm_native,agent_framework,5dfac1bc38faee8742d698eadccd3e6bec3e2fcf,claude_code,active_instruction,CLAUDE.md,43c994c2d3617f947bcb5adf1933e21dabe46bb5,11,,yes
27,mastra-ai/mastra,2026-08-29,2026,llm_native,agent_framework,5dfac1bc38faee8742d698eadccd3e6bec3e2fcf,cross_agent,active_config,.agents,e59e8580c87eddca6fcfcab20b5abde980372bc1,,,no
27,mastra-ai/mastra,2026-08-29,2026,llm_native,agent_framework,5dfac1bc38faee8742d698eadccd3e6bec3e2fcf,claude_code,active_config,.claude,ab88f5d32978fa1b31ed445efc43875b440415d5,,,no
27,mastra-ai/mastra,2026-08-29,2026,llm_native,agent_framework,5dfac1bc38faee8742d698eadccd3e6bec3e2fcf,cursor,active_config,.cursor,a6d2432ed5025c0af8319d51e0aa2d900f54dd18,,,no
27,mastra-ai/mastra,2026-08-29,2026,llm_native,agent_framework,5dfac1bc38faee8742d698eadccd3e6bec3e2fcf,claude_code,residual_gitignore,.gitignore,3dc91f6fdad66b0d31e32b627987d1fe6ed1a597,1374,,yes
28,vllm-project/vllm-omni,2025-12-31,2025,llm_native,model_infra,4f8cb95571d6362a8794d6e78caf78636a512adb,cursor,residual_gitignore,.gitignore,f7b771bc739e5459b39f528becbd93a147fd63ed,3684,,yes
28,vllm-project/vllm-omni,2026-08-29,2026,llm_native,model_infra,ebb3b20576736ec3ad264788b8721ec61b28aa8d,claude_code,active_config,.claude,b8e4ae13795c9c7c0392c647dcfe5935c5187da4,,,no
28,vllm-project/vllm-omni,2026-08-29,2026,llm_native,model_infra,ebb3b20576736ec3ad264788b8721ec61b28aa8d,claude_code,residual_gitignore,.gitignore,542bc5035bb2db86a7ad3b18d08c31f79c9bc369,4927,,yes
28,vllm-project/vllm-omni,2026-08-29,2026,llm_native,model_infra,ebb3b20576736ec3ad264788b8721ec61b28aa8d,codex,residual_gitignore,.gitignore,542bc5035bb2db86a7ad3b18d08c31f79c9bc369,4927,,yes
28,vllm-project/vllm-omni,2026-08-29,2026,llm_native,model_infra,ebb3b20576736ec3ad264788b8721ec61b28aa8d,cursor,residual_gitignore,.gitignore,542bc5035bb2db86a7ad3b18d08c31f79c9bc369,4927,,yes
29,QwenLM/qwen-code,2025-12-31,2025,llm_native,agent_application,73848d3867d96c640210f714c128dfead232b7bd,cursor,residual_gitignore,.gitignore,fac00d4127fab92ab14aa76ac6fe1dd938fc78fb,1027,,yes
29,QwenLM/qwen-code,2025-12-31,2025,llm_native,agent_application,73848d3867d96c640210f714c128dfead232b7bd,gemini,residual_gitignore,.gitignore,fac00d4127fab92ab14aa76ac6fe1dd938fc78fb,1027,,yes
29,QwenLM/qwen-code,2025-12-31,2025,llm_native,agent_application,73848d3867d96c640210f714c128dfead232b7bd,roo_code,residual_gitignore,.gitignore,fac00d4127fab92ab14aa76ac6fe1dd938fc78fb,1027,,yes
29,QwenLM/qwen-code,2026-08-29,2026,llm_native,agent_application,4ef780cbfac8ce2438505da5e9743ab3dd3e2b53,cross_agent,active_instruction,AGENTS.md,567773ee52d20681be1ef9e98b5f7d7a8c241bce,15180,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
29,QwenLM/qwen-code,2026-08-29,2026,llm_native,agent_application,4ef780cbfac8ce2438505da5e9743ab3dd3e2b53,claude_code,active_instruction,CLAUDE.md,28e8fa9004460714a4a209830aa8e9bd22329182,350,implementation|tests_validation|code_review|repository_context,yes
29,QwenLM/qwen-code,2026-08-29,2026,llm_native,agent_application,4ef780cbfac8ce2438505da5e9743ab3dd3e2b53,claude_code,residual_gitignore,.gitignore,f09b4e3e83f5eaac3859bb5589f2f7f99a34a776,3579,,yes
29,QwenLM/qwen-code,2026-08-29,2026,llm_native,agent_application,4ef780cbfac8ce2438505da5e9743ab3dd3e2b53,codex,residual_gitignore,.gitignore,f09b4e3e83f5eaac3859bb5589f2f7f99a34a776,3579,,yes
29,QwenLM/qwen-code,2026-08-29,2026,llm_native,agent_application,4ef780cbfac8ce2438505da5e9743ab3dd3e2b53,cursor,residual_gitignore,.gitignore,f09b4e3e83f5eaac3859bb5589f2f7f99a34a776,3579,,yes
29,QwenLM/qwen-code,2026-08-29,2026,llm_native,agent_application,4ef780cbfac8ce2438505da5e9743ab3dd3e2b53,gemini,residual_gitignore,.gitignore,f09b4e3e83f5eaac3859bb5589f2f7f99a34a776,3579,,yes
29,QwenLM/qwen-code,2026-08-29,2026,llm_native,agent_application,4ef780cbfac8ce2438505da5e9743ab3dd3e2b53,roo_code,residual_gitignore,.gitignore,f09b4e3e83f5eaac3859bb5589f2f7f99a34a776,3579,,yes
30,langgenius/dify,2025-12-31,2025,llm_native,agent_framework,9b6b2f31950c50ec54a06985dadaf6577e295c83,cross_agent,active_instruction,AGENTS.md,782861ad36caf7bb2456e6472e83b4babdf2e14f,2108,implementation|tests_validation|documentation|issue_planning|repository_context,yes
30,langgenius/dify,2025-12-31,2025,llm_native,agent_framework,9b6b2f31950c50ec54a06985dadaf6577e295c83,claude_code,active_instruction,CLAUDE.md,47dc3e3d863cfb5727b87d785d09abf9743c0a72,9,,yes
30,langgenius/dify,2025-12-31,2025,llm_native,agent_framework,9b6b2f31950c50ec54a06985dadaf6577e295c83,claude_code,active_config,.claude,ea641ab1c4ae947c7b311a0d60bb736b0de04039,,,no
30,langgenius/dify,2025-12-31,2025,llm_native,agent_framework,9b6b2f31950c50ec54a06985dadaf6577e295c83,codex,active_config,.codex,db97ca74a08f1490534f662a2663d66e3e2f808d,,,no
30,langgenius/dify,2025-12-31,2025,llm_native,agent_framework,9b6b2f31950c50ec54a06985dadaf6577e295c83,roo_code,residual_gitignore,.gitignore,17a2bd5b7bda9bb1b2b4949e33df1d5499419e42,3768,,yes
30,langgenius/dify,2026-08-29,2026,llm_native,agent_framework,f8dd276e2c96d3cc722b9609bf887a81e6eb9cac,cross_agent,active_instruction,AGENTS.md,6f5673b316a71d4c41d94e15ac83dca8f71a1c50,806,implementation|tests_validation|issue_planning|repository_context,yes
30,langgenius/dify,2026-08-29,2026,llm_native,agent_framework,f8dd276e2c96d3cc722b9609bf887a81e6eb9cac,claude_code,active_instruction,CLAUDE.md,47dc3e3d863cfb5727b87d785d09abf9743c0a72,9,,yes
30,langgenius/dify,2026-08-29,2026,llm_native,agent_framework,f8dd276e2c96d3cc722b9609bf887a81e6eb9cac,cross_agent,active_config,.agents,7652fc07eece845f99f0a85a60cfb4ba1165800f,,,no
30,langgenius/dify,2026-08-29,2026,llm_native,agent_framework,f8dd276e2c96d3cc722b9609bf887a81e6eb9cac,claude_code,active_config,.claude,cf65596e234e494d1df4c769b6f09b5ee0bfa910,,,no
30,langgenius/dify,2026-08-29,2026,llm_native,agent_framework,f8dd276e2c96d3cc722b9609bf887a81e6eb9cac,claude_code,residual_gitignore,.gitignore,7b6a29809a6db73ace4826787f5e0649a8dec492,4515,,yes
30,langgenius/dify,2026-08-29,2026,llm_native,agent_framework,f8dd276e2c96d3cc722b9609bf887a81e6eb9cac,roo_code,residual_gitignore,.gitignore,7b6a29809a6db73ace4826787f5e0649a8dec492,4515,,yes
31,warpdotdev/warp,2026-08-29,2026,mixed,agent_application,8c2cc73250463182d03563be41e6c227d5eeb4c5,cross_agent,active_instruction,AGENTS.md,531d61aeb698fb18d371fadfcefbb2ba9bf43f82,18096,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
31,warpdotdev/warp,2026-08-29,2026,mixed,agent_application,8c2cc73250463182d03563be41e6c227d5eeb4c5,cross_agent,active_config,.agents,36d8ff28d33e5214e2c940d69944aa46c9561287,,,no
31,warpdotdev/warp,2026-08-29,2026,mixed,agent_application,8c2cc73250463182d03563be41e6c227d5eeb4c5,claude_code,active_config,.claude,47aac8132b2b3b56ff656fa1ba552fcf28eaab0e,,,no
31,warpdotdev/warp,2026-08-29,2026,mixed,agent_application,8c2cc73250463182d03563be41e6c227d5eeb4c5,claude_code,residual_gitignore,.gitignore,4c52b5c1380c5fd0db25d99117bfb779a564a063,1622,,yes
32,paperclipai/paperclip,2026-08-29,2026,llm_native,agent_framework,66e1c0df8b23cb8354b36dd446d9548dc4389191,codex,active_instruction,AGENTS.md,4547b149c41925d2ae615e1a8f54f8f5c76dde62,9790,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|repository_context,yes
32,paperclipai/paperclip,2026-08-29,2026,llm_native,agent_framework,66e1c0df8b23cb8354b36dd446d9548dc4389191,cross_agent,active_config,.agents,faff2707afd143bfa0a3d1df136c45a8276e2908,,,no
32,paperclipai/paperclip,2026-08-29,2026,llm_native,agent_framework,66e1c0df8b23cb8354b36dd446d9548dc4389191,claude_code,active_config,.claude,249ba2a22d840bf3dba60412b13e0a18546c3804,,,no
32,paperclipai/paperclip,2026-08-29,2026,llm_native,agent_framework,66e1c0df8b23cb8354b36dd446d9548dc4389191,claude_code,residual_gitignore,.gitignore,f06195395846b4f46058c3d22cae639451098fad,1265,,yes
32,paperclipai/paperclip,2026-08-29,2026,llm_native,agent_framework,66e1c0df8b23cb8354b36dd446d9548dc4389191,cursor,residual_gitignore,.gitignore,f06195395846b4f46058c3d22cae639451098fad,1265,,yes
33,vllm-project/vllm-ascend,2025-12-31,2025,llm_native,model_infra,d193316dedd361e56be912ef7868fd3919b05a42,gemini,active_config,.gemini,370b5fff8cde42186b9d92f1e3b25fe8b2aa864c,,,no
33,vllm-project/vllm-ascend,2026-08-29,2026,llm_native,model_infra,6953f266922e3ec2c33a04db4febb00e15893cec,cross_agent,active_instruction,AGENTS.md,4c622e2f1b58586c00b52397de598a51657731dc,13580,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|repository_context,yes
33,vllm-project/vllm-ascend,2026-08-29,2026,llm_native,model_infra,6953f266922e3ec2c33a04db4febb00e15893cec,claude_code,active_instruction,CLAUDE.md,6758dbd145399ac1dae0489c3ae616d286230c94,104,code_review,yes
33,vllm-project/vllm-ascend,2026-08-29,2026,llm_native,model_infra,6953f266922e3ec2c33a04db4febb00e15893cec,cross_agent,active_config,.agents,d4ac2a186a8b58e2fd1798967cc5ecefe29a542c,,,no
33,vllm-project/vllm-ascend,2026-08-29,2026,llm_native,model_infra,6953f266922e3ec2c33a04db4febb00e15893cec,claude_code,active_config,.claude,7b5bf1628348ae7d3ba3ea4540d7d20422fab3e6,,,no
33,vllm-project/vllm-ascend,2026-08-29,2026,llm_native,model_infra,6953f266922e3ec2c33a04db4febb00e15893cec,gemini,active_config,.gemini,a2449ea1797344e034f6c48e32ddf484df1da933,,,no
33,vllm-project/vllm-ascend,2026-08-29,2026,llm_native,model_infra,6953f266922e3ec2c33a04db4febb00e15893cec,claude_code,residual_gitignore,.gitignore,36f92cc07e1ade46e1fa3748af16104028d404a0,4470,,yes
34,open-metadata/OpenMetadata,2025-12-31,2025,mixed,model_infra,a283702a4f18c9747565d6bbc0baf0e5c7474a4a,claude_code,active_instruction,CLAUDE.md,cbe128bc6c4d75cd8648db0cc594271b4fe5c039,10372,implementation|tests_validation|documentation|issue_planning|release_dependency|security_compliance|repository_context,yes
34,open-metadata/OpenMetadata,2025-12-31,2025,mixed,model_infra,a283702a4f18c9747565d6bbc0baf0e5c7474a4a,github_copilot,active_instruction,.github/copilot-instructions.md,85063246b0c8ca120f1200c1872ae16146347a70,25624,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
34,open-metadata/OpenMetadata,2025-12-31,2025,mixed,model_infra,a283702a4f18c9747565d6bbc0baf0e5c7474a4a,claude_code,residual_gitignore,.gitignore,b32abd45a00973ec87aaf2fee8a993c98d41480b,3597,,yes
34,open-metadata/OpenMetadata,2025-12-31,2025,mixed,model_infra,a283702a4f18c9747565d6bbc0baf0e5c7474a4a,cursor,residual_gitignore,.gitignore,b32abd45a00973ec87aaf2fee8a993c98d41480b,3597,,yes
34,open-metadata/OpenMetadata,2026-08-29,2026,mixed,model_infra,f5d911d16426062b7af990a36805cb7ac7be5eba,cross_agent,active_instruction,AGENTS.md,681311eb9cf453d0faddf3aacaec7357e97ba8e9,9,,yes
