study_stage,panel_year,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,node_id,html_url,state,outcome,created_at,updated_at,closed_at,merged_at,author_login,author_github_type,author_association,author_initial_class,performed_via_github_app,ai_disclosure_candidate,ai_disclosure_evidence,comments_count,labels,population_items,selected_items,inclusion_probability,sampling_weight,frame_min_number,frame_max_number,sampling_seed,sampling_method,collected_at
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,23362,PR_kwDOIPDwls5zZlts,https://github.com/langchain-ai/langchain/pull/23362,closed,merged,2024-06-24T18:24:10Z,2024-06-24T18:46:07Z,2024-06-24T18:46:06Z,2024-06-24T18:46:06Z,jacoblee93,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,21831,PR_kwDOIPDwls5v1XGw,https://github.com/langchain-ai/langchain/pull/21831,closed,merged,2024-05-17T20:18:23Z,2024-05-17T20:18:53Z,2024-05-17T20:18:32Z,2024-05-17T20:18:32Z,efriis,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,22052,PR_kwDOIPDwls5wRBX8,https://github.com/langchain-ai/langchain/pull/22052,closed,closed_unmerged,2024-05-23T00:03:06Z,2024-09-13T14:23:48Z,2024-09-13T14:23:48Z,,morgante,User,CONTRIBUTOR,human_account,,no,,15,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,22990,PR_kwDOIPDwls5yt_09,https://github.com/langchain-ai/langchain/pull/22990,closed,merged,2024-06-17T17:00:37Z,2024-06-17T19:13:32Z,2024-06-17T19:13:32Z,2024-06-17T19:13:32Z,baskaryan,User,COLLABORATOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,24204,PR_kwDOIPDwls51QtrD,https://github.com/langchain-ai/langchain/pull/24204,closed,merged,2024-07-12T20:47:00Z,2024-07-12T20:59:17Z,2024-07-12T20:59:15Z,2024-07-12T20:59:15Z,baskaryan,User,COLLABORATOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,25010,PR_kwDOIPDwls53Tukh,https://github.com/langchain-ai/langchain/pull/25010,closed,merged,2024-08-03T00:33:59Z,2024-08-03T02:54:56Z,2024-08-03T02:54:54Z,2024-08-03T02:54:54Z,baskaryan,User,COLLABORATOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,23603,PR_kwDOIPDwls5zz-jo,https://github.com/langchain-ai/langchain/pull/23603,closed,merged,2024-06-27T19:02:49Z,2024-06-27T20:43:46Z,2024-06-27T20:43:44Z,2024-06-27T20:43:44Z,eyurtsev,User,COLLABORATOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,issue,23381,I_kwDOIPDwls6NXGvF,https://github.com/langchain-ai/langchain/issues/23381,closed,closed,2024-06-25T04:48:29Z,2024-10-01T16:04:50Z,2024-10-01T16:04:49Z,,quadcube,User,NONE,human_account,,no,,1,bug,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,21498,PR_kwDOIPDwls5vBe4q,https://github.com/langchain-ai/langchain/pull/21498,closed,merged,2024-05-09T19:17:53Z,2024-05-10T08:38:36Z,2024-05-10T08:38:36Z,2024-05-10T08:38:36Z,dglogo,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,23786,PR_kwDOIPDwls50QX1Y,https://github.com/langchain-ai/langchain/pull/23786,closed,merged,2024-07-02T22:57:50Z,2024-07-02T23:53:33Z,2024-07-02T23:53:32Z,2024-07-02T23:53:32Z,jacoblee93,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,24958,PR_kwDOIPDwls53NMDB,https://github.com/langchain-ai/langchain/pull/24958,closed,merged,2024-08-02T04:41:54Z,2024-08-05T23:54:33Z,2024-08-05T14:28:59Z,2024-08-05T14:28:58Z,jimwbaldwin,User,CONTRIBUTOR,human_account,,no,,2,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,21644,PR_kwDOIPDwls5vVQSY,https://github.com/langchain-ai/langchain/pull/21644,closed,merged,2024-05-14T01:34:02Z,2024-05-14T06:13:18Z,2024-05-14T06:13:17Z,2024-05-14T06:13:17Z,hinthornw,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,24530,PR_kwDOIPDwls52KfPO,https://github.com/langchain-ai/langchain/pull/24530,closed,merged,2024-07-23T04:12:35Z,2024-07-26T04:20:18Z,2024-07-26T04:20:18Z,2024-07-26T04:20:18Z,B-Step62,User,CONTRIBUTOR,human_account,,no,,2,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,issue,24600,I_kwDOIPDwls6QqyHW,https://github.com/langchain-ai/langchain/issues/24600,closed,closed,2024-07-24T10:04:19Z,2024-10-31T16:02:45Z,2024-10-31T16:02:44Z,,skydowx,User,NONE,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,23370,PR_kwDOIPDwls5zaDcy,https://github.com/langchain-ai/langchain/pull/23370,closed,merged,2024-06-24T19:50:03Z,2024-07-03T16:55:41Z,2024-07-03T16:55:39Z,2024-07-03T16:55:39Z,hinthornw,User,CONTRIBUTOR,human_account,,no,,3,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,22865,PR_kwDOIPDwls5yaWY_,https://github.com/langchain-ai/langchain/pull/22865,closed,merged,2024-06-13T20:50:24Z,2024-06-13T22:02:49Z,2024-06-13T22:02:49Z,2024-06-13T22:02:49Z,nfcampos,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,25754,PR_kwDOIPDwls55ctNh,https://github.com/langchain-ai/langchain/pull/25754,closed,merged,2024-08-26T14:30:41Z,2024-09-30T20:57:41Z,2024-09-30T20:57:41Z,2024-09-30T20:57:41Z,federico-pisanu,User,CONTRIBUTOR,human_account,,no,,9,bug|needs test,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,25430,PR_kwDOIPDwls54cHin,https://github.com/langchain-ai/langchain/pull/25430,closed,merged,2024-08-15T06:54:27Z,2024-08-22T00:19:29Z,2024-08-22T00:19:29Z,2024-08-22T00:19:28Z,B-Step62,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,24485,PR_kwDOIPDwls52BlH2,https://github.com/langchain-ai/langchain/pull/24485,closed,closed_unmerged,2024-07-21T22:31:00Z,2024-09-19T05:16:08Z,2024-09-19T05:16:07Z,,MartinGotelli,User,CONTRIBUTOR,human_account,,no,,2,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,issue,22550,I_kwDOIPDwls6LPdvO,https://github.com/langchain-ai/langchain/issues/22550,closed,closed,2024-06-05T14:29:38Z,2024-06-05T14:51:33Z,2024-06-05T14:51:33Z,,ZeroTimo,User,NONE,human_account,,no,,0,bug,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,25410,PR_kwDOIPDwls54Z2OM,https://github.com/langchain-ai/langchain/pull/25410,closed,merged,2024-08-14T20:12:36Z,2024-08-16T17:18:11Z,2024-08-16T17:18:09Z,2024-08-16T17:18:09Z,ccurme,User,COLLABORATOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,25287,PR_kwDOIPDwls54DRE0,https://github.com/langchain-ai/langchain/pull/25287,closed,merged,2024-08-12T03:07:18Z,2024-08-12T05:12:45Z,2024-08-12T05:12:45Z,2024-08-12T05:12:45Z,JasonJ2021,User,CONTRIBUTOR,human_account,,no,,1,bug,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,24436,PR_kwDOIPDwls514eVT,https://github.com/langchain-ai/langchain/pull/24436,closed,merged,2024-07-19T10:39:55Z,2024-07-19T13:07:37Z,2024-07-19T13:07:37Z,2024-07-19T13:07:37Z,v0idzz,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,24494,PR_kwDOIPDwls52ER8z,https://github.com/langchain-ai/langchain/pull/24494,closed,merged,2024-07-22T09:40:40Z,2024-07-26T06:56:52Z,2024-07-26T06:56:51Z,2024-07-26T06:56:51Z,yonarw,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,23406,PR_kwDOIPDwls5zhS8y,https://github.com/langchain-ai/langchain/pull/23406,closed,closed_unmerged,2024-06-25T16:15:23Z,2024-06-25T16:54:01Z,2024-06-25T16:54:01Z,,ccurme,User,COLLABORATOR,human_account,,no,,2,bug,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,22765,PR_kwDOIPDwls5yDZzN,https://github.com/langchain-ai/langchain/pull/22765,closed,merged,2024-06-11T03:58:26Z,2024-06-13T19:14:12Z,2024-06-13T19:14:11Z,2024-06-13T19:14:11Z,isahers1,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,24327,PR_kwDOIPDwls51k1xf,https://github.com/langchain-ai/langchain/pull/24327,closed,merged,2024-07-17T00:57:09Z,2024-07-17T16:39:58Z,2024-07-17T16:39:57Z,2024-07-17T16:39:57Z,baskaryan,User,COLLABORATOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,22948,PR_kwDOIPDwls5yl0vn,https://github.com/langchain-ai/langchain/pull/22948,closed,merged,2024-06-16T04:12:38Z,2024-06-17T13:00:05Z,2024-06-17T13:00:05Z,2024-06-17T13:00:05Z,baskargopinath,User,CONTRIBUTOR,human_account,,no,,1,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,23118,PR_kwDOIPDwls5y24V5,https://github.com/langchain-ai/langchain/pull/23118,closed,merged,2024-06-18T17:59:12Z,2024-06-19T21:14:42Z,2024-06-19T21:14:42Z,2024-06-19T21:14:42Z,shaunakgodbole,User,CONTRIBUTOR,human_account,,no,,3,,3415,30,0.00878477,113.833333,21133,25831,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:25.700381+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,32631,PR_kwDOIPDwls6kmATF,https://github.com/langchain-ai/langchain/pull/32631,closed,closed_unmerged,2025-08-21T01:24:19Z,2025-08-21T20:04:30Z,2025-08-21T20:00:25Z,,keyuchen21,User,CONTRIBUTOR,human_account,,no,,4,integration,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,31295,PR_kwDOIPDwls6W8oXk,https://github.com/langchain-ai/langchain/pull/31295,closed,merged,2025-05-20T19:43:48Z,2025-05-20T20:52:54Z,2025-05-20T20:49:22Z,2025-05-20T20:49:21Z,Arjein,User,CONTRIBUTOR,human_account,,no,,1,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,32668,PR_kwDOIPDwls6lNmSV,https://github.com/langchain-ai/langchain/pull/32668,closed,merged,2025-08-25T13:15:31Z,2025-08-25T14:34:49Z,2025-08-25T13:37:41Z,2025-08-25T13:37:41Z,ccurme,User,COLLABORATOR,human_account,,no,,3,core,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,31941,PR_kwDOIPDwls6eLAVA,https://github.com/langchain-ai/langchain/pull/31941,closed,merged,2025-07-09T18:40:16Z,2025-07-09T19:17:43Z,2025-07-09T19:17:42Z,2025-07-09T19:17:42Z,MichaelLi65535,User,CONTRIBUTOR,human_account,,no,,3,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,31455,PR_kwDOIPDwls6Yi28n,https://github.com/langchain-ai/langchain/pull/31455,closed,closed_unmerged,2025-06-02T05:19:54Z,2025-06-02T16:46:18Z,2025-06-02T16:46:17Z,,adhishthite,User,NONE,human_account,,no,,4,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,31815,PR_kwDOIPDwls6c9bDF,https://github.com/langchain-ai/langchain/pull/31815,closed,merged,2025-07-01T18:41:40Z,2025-07-01T18:48:49Z,2025-07-01T18:42:56Z,2025-07-01T18:42:56Z,mdrxy,User,MEMBER,human_account,,no,,3,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,32609,PR_kwDOIPDwls6kUWdo,https://github.com/langchain-ai/langchain/pull/32609,closed,merged,2025-08-19T15:07:45Z,2025-08-19T15:18:38Z,2025-08-19T15:18:36Z,2025-08-19T15:18:36Z,ccurme,User,COLLABORATOR,human_account,,no,,3,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,31555,PR_kwDOIPDwls6Z5raJ,https://github.com/langchain-ai/langchain/pull/31555,closed,merged,2025-06-10T17:22:44Z,2025-06-10T17:37:00Z,2025-06-10T17:36:56Z,2025-06-10T17:36:56Z,sydney-runkle,User,COLLABORATOR,human_account,,no,,3,bug,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,32185,PR_kwDOIPDwls6gIhhY,https://github.com/langchain-ai/langchain/pull/32185,closed,merged,2025-07-22T19:27:45Z,2025-07-22T19:38:59Z,2025-07-22T19:38:59Z,2025-07-22T19:38:59Z,ccurme,User,COLLABORATOR,human_account,,no,,3,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,32736,PR_kwDOIPDwls6lwyGi,https://github.com/langchain-ai/langchain/pull/32736,closed,closed_unmerged,2025-08-28T09:01:52Z,2025-10-03T03:19:16Z,2025-10-03T03:19:16Z,,gsandahl,User,NONE,human_account,,no,,4,documentation|waiting-on-author,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,32546,PR_kwDOIPDwls6jnmw4,https://github.com/langchain-ai/langchain/pull/32546,closed,closed_unmerged,2025-08-14T06:32:18Z,2025-08-15T17:46:44Z,2025-08-15T17:46:40Z,,mdrxy,User,MEMBER,human_account,,no,,3,core,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,issue,32675,I_kwDOIPDwls7H4Vpk,https://github.com/langchain-ai/langchain/issues/32675,closed,closed,2025-08-25T22:53:48Z,2026-01-22T20:53:02Z,2025-09-08T18:49:26Z,,caesarw0,User,NONE,human_account,,no,,3,bug|external,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,31412,PR_kwDOIPDwls6YJWl4,https://github.com/langchain-ai/langchain/pull/31412,closed,merged,2025-05-29T15:56:36Z,2025-05-29T19:55:36Z,2025-05-29T19:55:36Z,2025-05-29T19:55:36Z,MichaelLi65535,User,CONTRIBUTOR,human_account,,no,,3,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,issue,31775,I_kwDOIPDwls6964re,https://github.com/langchain-ai/langchain/issues/31775,closed,closed,2025-06-29T16:34:06Z,2026-01-22T20:56:21Z,2025-06-29T16:36:42Z,,ajaye2,User,NONE,human_account,,no,,0,external,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,32376,PR_kwDOIPDwls6h55rE,https://github.com/langchain-ai/langchain/pull/32376,closed,closed_unmerged,2025-08-03T21:11:44Z,2025-08-30T19:17:13Z,2025-08-30T19:17:13Z,,american-desi,User,NONE,human_account,,no,,4,documentation,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,issue,31437,I_kwDOIPDwls64_eQb,https://github.com/langchain-ai/langchain/issues/31437,closed,closed,2025-05-30T16:08:14Z,2026-08-07T14:17:04Z,2026-08-07T14:17:04Z,,cfytrok,User,NONE,human_account,,no,,6,bug|core|external|integration|investigate,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,issue,32348,I_kwDOIPDwls7DhJEf,https://github.com/langchain-ai/langchain/issues/32348,closed,closed,2025-07-31T12:17:31Z,2026-01-22T20:53:57Z,2025-09-10T15:23:24Z,,serge-reboul,User,NONE,human_account,,no,,3,bug|external,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,32717,PR_kwDOIPDwls6lpJbf,https://github.com/langchain-ai/langchain/pull/32717,closed,merged,2025-08-27T17:11:34Z,2025-08-27T17:19:46Z,2025-08-27T17:11:44Z,2025-08-27T17:11:44Z,ccurme,User,COLLABORATOR,human_account,,no,,3,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,issue,31653,I_kwDOIPDwls68ILV0,https://github.com/langchain-ai/langchain/issues/31653,closed,closed,2025-06-18T10:04:29Z,2026-06-14T23:19:19Z,2026-06-14T23:19:19Z,,sneharosegeorge1,User,NONE,human_account,,no,,4,bug|external|integration|investigate|openai,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,31718,PR_kwDOIPDwls6b6w-R,https://github.com/langchain-ai/langchain/pull/31718,closed,merged,2025-06-24T18:44:24Z,2025-06-24T19:17:24Z,2025-06-24T19:17:22Z,2025-06-24T19:17:22Z,ccurme,User,COLLABORATOR,human_account,,no,,3,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,31854,PR_kwDOIPDwls6dT2rT,https://github.com/langchain-ai/langchain/pull/31854,closed,merged,2025-07-03T17:42:48Z,2025-07-03T17:55:31Z,2025-07-03T17:55:29Z,2025-07-03T17:55:29Z,ccurme,User,COLLABORATOR,human_account,,no,,3,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,31276,PR_kwDOIPDwls6WtcYJ,https://github.com/langchain-ai/langchain/pull/31276,closed,closed_unmerged,2025-05-19T11:51:32Z,2025-08-11T21:20:22Z,2025-08-11T21:20:21Z,,changelia,User,NONE,human_account,,no,,5,waiting-on-author,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,76,langchain-ai/langchain,llm_native,agent_framework,efficiency_panel_case,pull_request,32293,PR_kwDOIPDwls6hDtD5,https://github.com/langchain-ai/langchain/pull/32293,closed,merged,2025-07-28T21:32:54Z,2025-07-28T21:39:33Z,2025-07-28T21:33:27Z,2025-07-28T21:33:27Z,mdrxy,User,MEMBER,human_account,,no,,3,,1425,30,0.02105263,47.5,31085,32741,260829,uniform_issue_number_rejection_sample,2026-08-30T16:58:43.169930+00:00
