study_stage,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,node_id,html_url,state,outcome,created_at,updated_at,closed_at,merged_at,author_login,author_github_type,author_association,author_initial_class,performed_via_github_app,ai_disclosure_candidate,ai_disclosure_evidence,comments_count,labels,population_items,selected_items,inclusion_probability,sampling_weight,frame_min_number,frame_max_number,sampling_seed,sampling_method,collected_at
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,9802,I_kwDON91aY87SR-Pb,https://github.com/anthropics/claude-code/issues/9802,closed,closed,2025-10-18T01:28:26Z,2026-01-17T14:13:37Z,2026-01-10T10:11:30Z,,illusivejosiah,User,NONE,human_account,,no,,6,area:auth|area:core|autoclose|bug|has repro|platform:linux,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,9170,I_kwDON91aY87QZ23d,https://github.com/anthropics/claude-code/issues/9170,closed,closed,2025-10-08T18:19:43Z,2025-10-19T14:06:30Z,2025-10-12T09:05:19Z,,atomey,User,NONE,human_account,,no,,3,duplicate,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,14456,I_kwDON91aY87fFTLl,https://github.com/anthropics/claude-code/issues/14456,closed,closed,2025-12-18T11:29:58Z,2025-12-29T14:10:24Z,2025-12-22T09:10:43Z,,bborbe,User,NONE,human_account,,no,,3,duplicate,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,15096,I_kwDON91aY87f18Cc,https://github.com/anthropics/claude-code/issues/15096,closed,closed,2025-12-22T22:43:48Z,2026-01-02T14:08:52Z,2025-12-26T09:07:12Z,,sfc-gh-mochen,User,NONE,human_account,,no,,3,duplicate,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,9243,I_kwDON91aY87QoywH,https://github.com/anthropics/claude-code/issues/9243,closed,closed,2025-10-09T19:19:01Z,2026-02-17T14:27:05Z,2026-02-08T10:13:22Z,,amir-mamedov,User,NONE,human_account,,no,,5,area:api|area:model|bug|duplicate|platform:macos,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,11251,I_kwDON91aY87WwavV,https://github.com/anthropics/claude-code/issues/11251,closed,closed,2025-11-08T07:24:04Z,2026-02-08T14:16:50Z,2026-02-01T10:11:58Z,,ariccio,User,NONE,human_account,,no,,7,area:core|autoclose|bug|has repro|platform:macos,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,10892,I_kwDON91aY87VdxbM,https://github.com/anthropics/claude-code/issues/10892,closed,closed,2025-11-03T10:01:06Z,2025-11-14T14:07:22Z,2025-11-07T09:06:44Z,,AbbyFraenkel,User,NONE,human_account,,no,,3,duplicate,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,14529,I_kwDON91aY87fN3fk,https://github.com/anthropics/claude-code/issues/14529,closed,closed,2025-12-18T21:41:25Z,2026-02-22T14:15:36Z,2026-02-14T00:12:01Z,,lihtsaltrobi,User,NONE,human_account,,no,,5,area:api|area:cost|autoclose|bug|platform:windows,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,13634,I_kwDON91aY87dk7Fk,https://github.com/anthropics/claude-code/issues/13634,closed,closed,2025-12-11T02:15:53Z,2025-12-22T14:08:14Z,2025-12-14T09:05:45Z,,L5PKing,User,NONE,human_account,,no,,3,duplicate,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
previous_2025q4,2025-09-01,2025-12-31,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,8865,I_kwDON91aY87Ph2xx,https://github.com/anthropics/claude-code/issues/8865,closed,closed,2025-10-03T16:45:28Z,2026-01-14T14:18:47Z,2026-01-07T10:20:18Z,,nikitakot,User,NONE,human_account,,no,,5,area:core|autoclose|bug|has repro|platform:windows,8858,30,0.00338677,295.266667,6933,15938,260829,uniform_issue_number_rejection_sample,2026-08-29T09:05:51.120135+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,71662,I_kwDON91aY88AAAABG2aMBw,https://github.com/anthropics/claude-code/issues/71662,closed,closed,2026-06-26T19:39:14Z,2026-06-26T21:03:08Z,2026-06-26T21:03:08Z,,alucas-hello,User,NONE,human_account,,no,,3,area:agent-view|bug|platform:linux,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,87548,I_kwDON91aY88AAAABNK9PzQ,https://github.com/anthropics/claude-code/issues/87548,open,open,2026-08-18T06:35:36Z,2026-08-23T01:43:01Z,,,wenzowski,User,NONE,human_account,,no,,2,area:claude-code-web|area:mcp|area:permissions|bug|has repro|platform:web,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,78220,I_kwDON91aY88AAAABJFveVg,https://github.com/anthropics/claude-code/issues/78220,open,open,2026-07-16T18:38:14Z,2026-08-21T10:09:21Z,,,mbtts-elsevier,User,NONE,human_account,,no,,0,area:auth|area:mcp|bug|has repro|platform:macos|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,76575,I_kwDON91aY88AAAABIbHozw,https://github.com/anthropics/claude-code/issues/76575,closed,closed,2026-07-11T03:15:08Z,2026-07-18T10:32:01Z,2026-07-18T10:32:01Z,,ludufre,User,NONE,human_account,,no,,1,bug|needs-info|platform:macos,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,68451,I_kwDON91aY88AAAABFcVlkg,https://github.com/anthropics/claude-code/issues/68451,closed,closed,2026-06-14T18:52:15Z,2026-08-09T10:14:33Z,2026-08-09T10:14:33Z,,ManufactoryOfCode,User,NONE,human_account,,no,,2,area:agents|enhancement|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,81841,I_kwDON91aY88AAAABKbRCIg,https://github.com/anthropics/claude-code/issues/81841,open,open,2026-07-28T03:42:33Z,2026-08-22T10:07:57Z,,,jerfowler,User,NONE,human_account,,no,,0,stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,85762,I_kwDON91aY88AAAABMRP4Cg,https://github.com/anthropics/claude-code/issues/85762,open,open,2026-08-11T08:48:22Z,2026-08-26T10:14:10Z,,,nouvic,User,NONE,human_account,,no,,0,area:model|area:security|duplicate|platform:macos|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,64782,I_kwDON91aY88AAAABEI_ZKQ,https://github.com/anthropics/claude-code/issues/64782,closed,closed,2026-06-02T15:34:17Z,2026-08-05T14:51:10Z,2026-06-02T15:53:33Z,,PDoakORNL,User,NONE,human_account,,no,,2,area:tui|enhancement,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,85783,I_kwDON91aY88AAAABMR4EfA,https://github.com/anthropics/claude-code/issues/85783,closed,closed,2026-08-11T10:11:47Z,2026-08-18T22:08:55Z,2026-08-18T22:08:55Z,,saif-mohtasib,User,NONE,human_account,,no,,1,area:model|bug|needs-repro|platform:macos,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,63236,I_kwDON91aY88AAAABDsFMvg,https://github.com/anthropics/claude-code/issues/63236,closed,closed,2026-05-28T17:42:20Z,2026-08-01T14:37:52Z,2026-05-31T22:24:20Z,,cjbischoff,User,NONE,human_account,,no,,2,invalid,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,63468,I_kwDON91aY88AAAABDuiL_g,https://github.com/anthropics/claude-code/issues/63468,closed,closed,2026-05-29T02:00:27Z,2026-07-30T14:48:12Z,2026-05-29T22:02:21Z,,KCW89,User,NONE,human_account,,no,,2,area:statusline|bug|platform:macos,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,74283,I_kwDON91aY88AAAABHr0Axg,https://github.com/anthropics/claude-code/issues/74283,closed,closed,2026-07-04T21:52:12Z,2026-08-16T18:16:07Z,2026-08-16T18:15:17Z,,Sahasrara,User,NONE,human_account,,no,,1,api:anthropic|area:api|duplicate|external|platform:macos,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,59427,I_kwDON91aY88AAAABCYpDRQ,https://github.com/anthropics/claude-code/issues/59427,closed,closed,2026-05-15T15:22:55Z,2026-08-16T14:13:04Z,2026-06-14T11:04:21Z,,Fred-ian,User,NONE,human_account,,no,,4,area:model|bug|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,89830,I_kwDON91aY88AAAABOW7FvA,https://github.com/anthropics/claude-code/issues/89830,open,open,2026-08-26T14:59:59Z,2026-08-26T15:01:05Z,,,Neokhaine,User,NONE,human_account,,no,,0,area:ui|bug|platform:macos,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,78318,I_kwDON91aY88AAAABJHxT6A,https://github.com/anthropics/claude-code/issues/78318,open,open,2026-07-17T00:50:56Z,2026-08-20T10:11:32Z,,,Neta2603,User,NONE,human_account,,no,,0,area:core|bug|has repro|platform:wsl|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,65828,I_kwDON91aY88AAAABEle16w,https://github.com/anthropics/claude-code/issues/65828,closed,closed,2026-06-06T08:58:18Z,2026-08-11T14:29:06Z,2026-06-09T10:16:06Z,,kurage-0108,User,NONE,human_account,,no,,3,duplicate,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,80819,I_kwDON91aY88AAAABKBMKQg,https://github.com/anthropics/claude-code/issues/80819,open,open,2026-07-24T09:51:55Z,2026-08-19T22:49:44Z,,,alex-sira,User,NONE,human_account,,no,,0,area:desktop|bug,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,77689,I_kwDON91aY88AAAABI3IOhg,https://github.com/anthropics/claude-code/issues/77689,open,open,2026-07-15T05:38:44Z,2026-08-20T10:10:24Z,,,activescott,User,NONE,human_account,,no,,0,area:tui|duplicate|platform:macos|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,74644,I_kwDON91aY88AAAABHwZI6Q,https://github.com/anthropics/claude-code/issues/74644,open,open,2026-07-06T02:31:06Z,2026-08-17T22:06:06Z,,,GaryDean,User,NONE,human_account,,no,,0,area:model|area:security|bug|platform:linux|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,86880,I_kwDON91aY88AAAABM3-YJw,https://github.com/anthropics/claude-code/issues/86880,closed,closed,2026-08-15T10:30:53Z,2026-08-17T00:56:14Z,2026-08-17T00:56:13Z,,CarloSchillaci,User,NONE,human_account,,no,,1,area:cost|bug|platform:macos|platform:vscode,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,63247,I_kwDON91aY88AAAABDsMU_A,https://github.com/anthropics/claude-code/issues/63247,closed,closed,2026-05-28T18:01:16Z,2026-07-01T11:12:35Z,2026-07-01T11:12:35Z,,oestej,User,NONE,human_account,,no,,2,area:core|bug|duplicate|platform:macos|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,59435,I_kwDON91aY88AAAABCYu-zQ,https://github.com/anthropics/claude-code/issues/59435,closed,closed,2026-05-15T15:38:53Z,2026-08-16T14:13:11Z,2026-06-14T11:04:26Z,,suwayama,User,NONE,human_account,,no,,2,area:permissions|bug|has repro|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,88254,I_kwDON91aY88AAAABNjHviw,https://github.com/anthropics/claude-code/issues/88254,open,open,2026-08-20T13:58:52Z,2026-08-20T13:59:54Z,,,Kishdia,User,NONE,human_account,,no,,0,area:model|bug|duplicate|platform:macos,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,68397,I_kwDON91aY88AAAABFbD2ig,https://github.com/anthropics/claude-code/issues/68397,closed,closed,2026-06-14T11:14:49Z,2026-07-28T22:28:38Z,2026-07-28T22:28:38Z,,imurasawa,User,NONE,human_account,,no,,2,area:networking|enhancement|platform:windows|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,64215,I_kwDON91aY88AAAABD6elaQ,https://github.com/anthropics/claude-code/issues/64215,closed,closed,2026-05-31T12:54:12Z,2026-07-04T10:44:11Z,2026-07-04T10:44:11Z,,spacemindhiro,User,NONE,human_account,,no,,1,area:ui|bug|platform:ios|platform:vscode|stale,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,88530,I_kwDON91aY88AAAABNsr5HQ,https://github.com/anthropics/claude-code/issues/88530,closed,closed,2026-08-21T12:53:22Z,2026-08-28T14:05:21Z,2026-08-28T14:05:21Z,,AbdelhakimMhioul,User,NONE,human_account,,no,,1,area:model|bug|needs-info|platform:linux,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,78743,I_kwDON91aY88AAAABJRCHUQ,https://github.com/anthropics/claude-code/issues/78743,closed,closed,2026-07-18T05:04:46Z,2026-07-25T10:33:33Z,2026-07-25T10:33:33Z,,vmihalis,User,NONE,human_account,,no,,1,area:cost|bug|needs-info|platform:macos,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,83547,I_kwDON91aY88AAAABLQZQEg,https://github.com/anthropics/claude-code/issues/83547,open,open,2026-08-03T13:32:03Z,2026-08-19T22:55:23Z,,,jorlowski-cloud,User,NONE,human_account,,no,,0,area:agents|area:core|bug,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,66242,I_kwDON91aY88AAAABEu391w,https://github.com/anthropics/claude-code/issues/66242,closed,closed,2026-06-08T11:41:27Z,2026-08-13T14:41:31Z,2026-06-12T10:34:23Z,,miguelpierrej,User,NONE,human_account,,no,,3,duplicate,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
current_2026m5_m8,2026-05-01,2026-08-28,16,anthropics/claude-code,llm_native,agent_application,deep_representative_case,issue,83452,I_kwDON91aY88AAAABLMEQdg,https://github.com/anthropics/claude-code/issues/83452,open,open,2026-08-03T02:47:34Z,2026-08-20T02:56:41Z,,,tomwatson54,User,NONE,human_account,,no,,0,area:agents,35170,30,0.000853,1172.333333,55155,90481,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:07.483748+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,207,PR_kwDOIPDwls5DvpTS,https://github.com/langchain-ai/langchain/pull/207,closed,merged,2022-11-26T23:16:17Z,2022-12-03T16:43:10Z,2022-11-29T05:38:34Z,2022-11-29T05:38:34Z,hwchase17,User,CONTRIBUTOR,human_account,,no,,1,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,816,PR_kwDOIPDwls5I4oXy,https://github.com/langchain-ai/langchain/pull/816,closed,merged,2023-01-31T06:48:46Z,2023-02-03T03:55:13Z,2023-02-03T03:55:13Z,2023-02-03T03:55:13Z,kahkeng,User,CONTRIBUTOR,human_account,,no,,0,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,305,PR_kwDOIPDwls5FCW3q,https://github.com/langchain-ai/langchain/pull/305,closed,merged,2022-12-10T23:14:31Z,2022-12-11T15:09:07Z,2022-12-11T15:09:07Z,2022-12-11T15:09:07Z,shobith,User,CONTRIBUTOR,human_account,,no,,0,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,79,PR_kwDOIPDwls5CWRMd,https://github.com/langchain-ai/langchain/pull/79,closed,merged,2022-11-07T18:11:09Z,2022-11-07T21:34:46Z,2022-11-07T21:34:46Z,2022-11-07T21:34:45Z,camjw,User,CONTRIBUTOR,human_account,,no,,1,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,620,PR_kwDOIPDwls5HaCMz,https://github.com/langchain-ai/langchain/pull/620,closed,merged,2023-01-15T12:26:52Z,2023-01-16T00:40:12Z,2023-01-16T00:40:12Z,2023-01-16T00:40:12Z,rubensmau,User,CONTRIBUTOR,human_account,,no,,0,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,910,I_kwDOIPDwls5dwef6,https://github.com/langchain-ai/langchain/issues/910,closed,closed,2023-02-06T17:32:26Z,2023-09-10T16:45:59Z,2023-09-10T16:45:58Z,,pruksmhc,User,NONE,human_account,,no,,1,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,234,PR_kwDOIPDwls5EEPBv,https://github.com/langchain-ai/langchain/pull/234,closed,closed_unmerged,2022-12-01T14:40:23Z,2022-12-12T07:14:06Z,2022-12-12T07:14:06Z,,hwchase17,User,CONTRIBUTOR,human_account,,no,,0,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,22,PR_kwDOIPDwls5BjEMb,https://github.com/langchain-ai/langchain/pull/22,closed,merged,2022-10-26T03:22:05Z,2022-10-26T03:22:17Z,2022-10-26T03:22:16Z,2022-10-26T03:22:16Z,hwchase17,User,CONTRIBUTOR,human_account,,no,,0,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,981,PR_kwDOIPDwls5JvLw-,https://github.com/langchain-ai/langchain/pull/981,closed,merged,2023-02-10T18:35:15Z,2023-02-14T05:30:10Z,2023-02-14T05:20:19Z,2023-02-14T05:20:19Z,conceptofmind,User,CONTRIBUTOR,human_account,,no,,4,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,66,PR_kwDOIPDwls5CRKyv,https://github.com/langchain-ai/langchain/pull/66,closed,merged,2022-11-05T22:08:32Z,2022-11-05T22:13:13Z,2022-11-05T22:13:13Z,2022-11-05T22:13:13Z,hwchase17,User,CONTRIBUTOR,human_account,,no,,0,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,337,PR_kwDOIPDwls5FZvrM,https://github.com/langchain-ai/langchain/pull/337,closed,closed_unmerged,2022-12-14T05:55:40Z,2023-05-15T18:13:56Z,2023-05-15T18:13:55Z,,asamant21,User,CONTRIBUTOR,human_account,,no,,1,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,279,I_kwDOIPDwls5YWtWA,https://github.com/langchain-ai/langchain/issues/279,closed,closed,2022-12-07T16:41:22Z,2022-12-19T14:20:56Z,2022-12-19T14:20:56Z,,hwchase17,User,CONTRIBUTOR,human_account,,no,,6,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,427,PR_kwDOIPDwls5GLrPU,https://github.com/langchain-ai/langchain/pull/427,closed,merged,2022-12-26T04:12:42Z,2022-12-26T13:46:39Z,2022-12-26T13:46:38Z,2022-12-26T13:46:38Z,hwchase17,User,CONTRIBUTOR,human_account,,no,,0,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,213,I_kwDOIPDwls5XZaaL,https://github.com/langchain-ai/langchain/issues/213,closed,closed,2022-11-28T11:45:25Z,2022-11-29T17:17:50Z,2022-11-29T17:17:50Z,,andrewgleave,User,CONTRIBUTOR,human_account,,no,,2,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,913,PR_kwDOIPDwls5JYOuR,https://github.com/langchain-ai/langchain/pull/913,closed,merged,2023-02-06T21:25:31Z,2023-02-07T02:13:47Z,2023-02-07T02:13:46Z,2023-02-07T02:13:46Z,hwchase17,User,CONTRIBUTOR,human_account,,no,,0,,1014,30,0.0295858,33.8,1,1027,260829,uniform_issue_number_rejection_sample,2026-08-29T09:06:22.934788+00:00
