study_stage,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,html_url,outcome,created_at,closed_at,merged_at,author_login,author_association,opener_class,explicit_ai_assistance_disclosure,known_automation_bot_present,agent_participation_present,coding_agent_present,review_agent_present,support_or_security_agent_present,conventional_automation_present,agent_participation_opened_thread,agent_participation_response_present,agent_review_event_present,human_account_review_event_present,maintainer_account_review_event_present,agent_change_request_present,human_account_change_request_present,agent_gate_event_present,agent_visible_events,identity_candidate_present,human_account_present_any,human_account_present_in_conversation,maintainer_account_present,automation_only_visible_thread,response_only_automation,no_human_account_response,no_maintainer_account_response,visible_response_events,comments,reviews,changes_requested_reviews,review_observed,post_review_commit_observed,change_request_observed,change_request_followed_by_commit,conversation_actor_count,conversation_class_switches,first_visible_response_hours,first_human_account_response_hours,first_maintainer_account_response_hours,commits,commits_after_first_review,gate_actor_login,gate_actor_class,gate_actor_role,gate_actor_association,human_account_gate,maintainer_account_gate,agent_gate,external_author,fixed_maturity_eligible,resolution_days,sampling_weight
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,931,https://github.com/langchain-ai/langchain/issues/931,closed,2023-02-07T19:01:19Z,2023-05-24T06:20:49Z,,JohnShahawy,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,6,6,0,0,no,no,no,no,4,0,0.706,0.706,,0,0,dev2049,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,105.472,33.8
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,393,https://github.com/langchain-ai/langchain/pull/393,merged,2022-12-21T01:39:36Z,2022-12-22T01:46:42Z,2022-12-22T01:46:42Z,hwchase17,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,12,0,hwchase17,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,1.005,33.8
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,601,https://github.com/langchain-ai/langchain/pull/601,merged,2023-01-12T23:19:27Z,2023-01-13T05:15:51Z,2023-01-13T05:15:51Z,babbldev,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,1,0,hwchase17,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.248,33.8
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,766,https://github.com/langchain-ai/langchain/pull/766,merged,2023-01-27T14:23:43Z,2023-01-28T16:20:26Z,2023-01-28T16:20:26Z,amosjyng,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,1,0,1,0,yes,no,no,no,2,0,25.147,25.147,,1,0,hwchase17,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,1.081,33.8
launch_120d,2022-10-17,2023-02-13,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,211,https://github.com/langchain-ai/langchain/pull/211,merged,2022-11-28T03:49:59Z,2022-11-28T03:51:11Z,2022-11-28T03:51:11Z,hwchase17,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,1,0,hwchase17,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.001,33.8
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33399,https://github.com/langchain-ai/langchain/pull/33399,closed_unmerged,2025-10-09T20:46:25Z,2025-10-10T02:53:24Z,,eyurtsev,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,2,0,eyurtsev,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.255,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,33898,https://github.com/langchain-ai/langchain/issues/33898,open,2025-11-08T13:36:20Z,,,adeptofvoltron,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,4,4,0,0,no,no,no,no,5,0,12.518,12.518,,0,0,,,,,no,no,no,yes,yes,,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33843,https://github.com/langchain-ai/langchain/pull/33843,merged,2025-11-05T19:14:59Z,2025-11-05T19:22:21Z,2025-11-05T19:22:21Z,mdrxy,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,1,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,no,yes,0.005,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,32938,https://github.com/langchain-ai/langchain/pull/32938,merged,2025-09-14T12:29:11Z,2025-09-15T01:38:51Z,2025-09-15T01:38:51Z,JadenKim-dev,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,2,1,0,yes,no,no,no,4,2,0.001,13.158,13.158,1,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.548,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33946,https://github.com/langchain-ai/langchain/pull/33946,merged,2025-11-13T16:18:53Z,2025-11-13T16:24:40Z,2025-11-13T16:24:40Z,mdrxy,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.052,,,1,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,no,yes,0.004,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33039,https://github.com/langchain-ai/langchain/pull/33039,merged,2025-09-21T04:37:37Z,2025-09-21T04:37:59Z,2025-09-21T04:37:59Z,mdrxy,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.002,,,1,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,no,yes,0.0,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33072,https://github.com/langchain-ai/langchain/pull/33072,merged,2025-09-24T04:34:35Z,2025-09-24T04:35:00Z,2025-09-24T04:35:00Z,mdrxy,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.002,,,1,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,no,yes,0.0,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33512,https://github.com/langchain-ai/langchain/pull/33512,merged,2025-10-16T02:57:36Z,2025-10-16T14:56:42Z,2025-10-16T14:56:42Z,eyurtsev,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,5,0,eyurtsev,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.499,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33660,https://github.com/langchain-ai/langchain/pull/33660,merged,2025-10-24T15:04:13Z,2025-10-24T15:10:06Z,2025-10-24T15:10:06Z,ccurme,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.053,,,1,0,ccurme,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.004,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33678,https://github.com/langchain-ai/langchain/pull/33678,merged,2025-10-26T18:53:18Z,2025-11-07T22:14:13Z,2025-11-07T22:14:13Z,npage902,CONTRIBUTOR,human_account,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,1,no,yes,yes,no,no,yes,yes,yes,2,2,1,0,yes,yes,no,no,3,3,0.049,,,7,3,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,12.14,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,32779,https://github.com/langchain-ai/langchain/issues/32779,closed,2025-09-02T03:08:01Z,2026-01-23T17:57:57Z,,Sheile,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,3,0,0,no,no,no,no,2,0,208.158,208.158,208.158,0,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,143.618,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,34400,https://github.com/langchain-ai/langchain/issues/34400,closed,2025-12-17T07:12:09Z,2026-06-05T20:03:49Z,,jedimark2,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,1,1,0,0,no,no,no,no,2,0,36.594,36.594,,0,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,170.536,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33098,https://github.com/langchain-ai/langchain/pull/33098,merged,2025-09-24T21:01:38Z,2025-09-24T21:02:54Z,2025-09-24T21:02:54Z,sydney-runkle,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.002,,,1,0,sydney-runkle,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.001,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,32891,https://github.com/langchain-ai/langchain/pull/32891,merged,2025-09-10T17:41:27Z,2025-09-10T18:04:27Z,2025-09-10T18:04:27Z,ccurme,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,3,3,0,0,no,no,no,no,3,1,0.001,,,1,0,ccurme,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.016,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33662,https://github.com/langchain-ai/langchain/pull/33662,closed_unmerged,2025-10-24T15:13:18Z,2025-12-27T07:02:17Z,,KaparthyReddy,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,5,4,1,0,yes,no,no,no,4,2,0.12,245.551,245.551,2,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,63.659,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,1395,https://github.com/langchain-ai/langchain-google/issues/1395,closed,2025-11-24T11:50:47Z,2025-12-03T21:04:57Z,,alejandroem1,NONE,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,4,no,yes,yes,no,no,no,no,yes,2,2,0,0,no,no,no,no,3,1,,,,0,0,dosubot[bot],automation_bot,support_agent,NONE,no,no,yes,yes,yes,9.385,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33496,https://github.com/langchain-ai/langchain/pull/33496,merged,2025-10-15T14:41:14Z,2025-10-15T14:43:10Z,2025-10-15T14:43:10Z,ccurme,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,1,0,ccurme,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.001,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33351,https://github.com/langchain-ai/langchain/pull/33351,merged,2025-10-08T15:25:39Z,2025-10-09T13:04:27Z,2025-10-09T13:04:27Z,ccurme,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.036,,,2,0,ccurme,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.902,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33200,https://github.com/langchain-ai/langchain/pull/33200,merged,2025-10-02T02:29:42Z,2025-10-02T02:31:21Z,2025-10-02T02:31:21Z,mdrxy,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,2,2,0,0,no,no,no,no,3,1,0.001,,,1,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,no,yes,0.001,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33536,https://github.com/langchain-ai/langchain/pull/33536,merged,2025-10-16T20:13:05Z,2025-10-16T20:21:38Z,2025-10-16T20:21:38Z,mdrxy,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.115,,,1,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,no,yes,0.006,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,32789,https://github.com/langchain-ai/langchain/pull/32789,merged,2025-09-02T15:26:33Z,2025-09-02T16:13:12Z,2025-09-02T16:13:12Z,sydney-runkle,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,4,3,1,0,yes,no,no,no,4,3,0.002,0.087,0.087,2,0,sydney-runkle,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.032,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,32902,https://github.com/langchain-ai/langchain/pull/32902,merged,2025-09-11T19:27:24Z,2025-09-11T19:53:13Z,2025-09-11T19:53:13Z,mdrxy,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,3,3,0,0,no,no,no,no,3,1,0.001,,,1,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,no,yes,0.018,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,34156,https://github.com/langchain-ai/langchain/issues/34156,closed,2025-12-01T11:26:57Z,2025-12-12T18:44:21Z,,thisisayushg,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,6,6,0,0,no,no,no,no,4,0,12.841,12.841,271.29,0,0,sydney-runkle,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,11.304,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33671,https://github.com/langchain-ai/langchain/pull/33671,merged,2025-10-25T23:51:47Z,2025-10-27T15:13:55Z,2025-10-27T15:13:55Z,arun-geek,CONTRIBUTOR,human_account,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,3,no,yes,yes,yes,no,no,no,no,5,3,2,0,yes,yes,no,no,4,3,0.038,39.215,39.215,5,3,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,1.64,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33470,https://github.com/langchain-ai/langchain/pull/33470,merged,2025-10-14T01:09:30Z,2025-10-14T13:56:55Z,2025-10-14T13:56:55Z,mdrxy,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,0,1,0,yes,no,no,no,2,0,12.788,12.788,12.788,1,0,sydney-runkle,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.533,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,33672,https://github.com/langchain-ai/langchain/issues/33672,closed,2025-10-26T00:01:51Z,2026-06-11T07:28:40Z,,CodeXiaoHan,NONE,candidate_review,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,yes,yes,yes,no,no,no,no,yes,14,15,0,0,no,no,no,no,11,3,51.761,51.761,,0,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,228.31,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33768,https://github.com/langchain-ai/langchain/pull/33768,merged,2025-10-31T18:11:06Z,2025-11-03T14:19:33Z,2025-11-03T14:19:33Z,ccurme,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.04,,,4,0,ccurme,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,2.839,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,34144,https://github.com/langchain-ai/langchain/issues/34144,closed,2025-11-29T17:37:14Z,2026-02-12T22:34:03Z,,MeetSolanki530,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,1,1,0,0,no,no,no,no,2,0,42.091,42.091,,0,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,75.206,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33457,https://github.com/langchain-ai/langchain/pull/33457,merged,2025-10-13T07:54:29Z,2025-10-13T19:21:12Z,2025-10-13T19:21:12Z,dependabot[bot],CONTRIBUTOR,automation_bot,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,0,1,0,yes,no,no,no,2,1,10.557,10.557,10.557,1,0,eyurtsev,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.477,56.366667
previous_2025q4,2025-09-01,2025-12-31,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,33008,https://github.com/langchain-ai/langchain/pull/33008,merged,2025-09-18T15:24:46Z,2025-09-18T15:42:12Z,2025-09-18T15:42:12Z,mdrxy,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,yes,yes,yes,2,2,0,0,no,no,no,no,3,1,0.002,,,3,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,no,yes,0.012,56.366667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,39729,https://github.com/langchain-ai/langchain/pull/39729,merged,2026-08-18T21:43:19Z,2026-08-18T22:00:37Z,2026-08-18T22:00:37Z,ccurme,COLLABORATOR,human_account,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,1,no,yes,yes,yes,no,yes,yes,yes,1,0,1,0,yes,no,no,no,2,1,0.248,,,1,0,ccurme,human_account,not_automation,COLLABORATOR,yes,yes,no,no,no,0.012,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,38810,https://github.com/langchain-ai/langchain/pull/38810,merged,2026-07-12T08:45:08Z,2026-07-12T21:59:20Z,2026-07-12T21:59:20Z,langchain-oss-model-profiles[bot],CONTRIBUTOR,automation_bot,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,no,no,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,1,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,no,0.552,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,37607,https://github.com/langchain-ai/langchain/pull/37607,closed_unmerged,2026-05-21T16:51:41Z,2026-05-21T16:52:15Z,,jvsfrancisco,NONE,human_account,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,7,no,yes,yes,no,no,yes,yes,yes,6,5,1,0,yes,no,no,no,3,1,0.009,,,1,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,yes,0.0,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,39608,https://github.com/langchain-ai/langchain/pull/39608,closed_unmerged,2026-08-12T08:25:37Z,2026-08-12T08:26:08Z,,chjnett,NONE,human_account,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,2,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.009,,,1,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,no,0.0,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,38200,https://github.com/langchain-ai/langchain/pull/38200,closed_unmerged,2026-06-16T16:08:07Z,2026-06-16T16:08:56Z,,786-aquib,NONE,human_account,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,2,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.013,,,2,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,no,0.001,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,38122,https://github.com/langchain-ai/langchain/pull/38122,merged,2026-06-13T02:07:06Z,2026-06-13T02:19:40Z,2026-06-13T02:19:40Z,mdrxy,MEMBER,human_account,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,3,no,yes,yes,yes,no,yes,yes,yes,3,2,1,0,yes,yes,no,no,2,1,0.069,,,3,2,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,no,no,0.009,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,issue,37215,https://github.com/langchain-ai/langchain/issues/37215,closed,2026-05-06T06:43:28Z,2026-06-05T19:38:13Z,,Surajdutaa2003,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,yes,yes,yes,no,no,no,no,yes,5,7,0,0,no,no,no,no,3,0,7.797,7.797,,0,0,mdrxy,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,30.538,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,39996,https://github.com/langchain-ai/langchain/pull/39996,closed_unmerged,2026-08-28T22:43:50Z,2026-08-28T22:44:17Z,,Hotragn,NONE,human_account,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,2,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.007,,,1,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,no,0.0,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,37572,https://github.com/langchain-ai/langchain/pull/37572,closed_unmerged,2026-05-20T07:03:56Z,2026-05-20T07:04:27Z,,paulxg12,NONE,human_account,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,2,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.008,,,2,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,yes,0.0,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,39855,https://github.com/langchain-ai/langchain/pull/39855,closed_unmerged,2026-08-23T05:08:08Z,2026-08-23T05:08:31Z,,medisean,NONE,human_account,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,2,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.006,,,1,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,no,0.0,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,38460,https://github.com/langchain-ai/langchain/pull/38460,closed_unmerged,2026-06-25T19:28:12Z,2026-06-25T19:28:42Z,,C1-BA-B1-F3,NONE,human_account,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,2,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.008,,,1,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,no,0.0,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,37662,https://github.com/langchain-ai/langchain/pull/37662,closed_unmerged,2026-05-24T04:17:45Z,2026-05-24T04:18:07Z,,Alexxigang,NONE,human_account,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,2,no,yes,yes,no,no,yes,yes,yes,2,2,0,0,no,no,no,no,3,1,0.006,,,1,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,yes,0.0,87.966667
current_2026m5_m8,2026-05-01,2026-08-28,76,langchain-ai/langchain,llm_native,agent_framework,deep_representative_case,pull_request,37957,https://github.com/langchain-ai/langchain/pull/37957,closed_unmerged,2026-06-08T05:47:26Z,2026-06-08T05:47:56Z,,lohitkolluri,NONE,human_account,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,2,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.008,,,1,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,no,0.0,87.966667
