sample_rank,repo_name,number,html_url,llm_native_manual,collaboration_niche,outcome,additions,deletions,change_lines,changed_files,commits_total,observed_commit_rows,commit_attribution_complete,opener_login,opener_automation_role,opener_automation_confidence,agent_opened,expanded_agent_opened,direct_agent_commit_count,expanded_agent_commit_count,pr_linked_agent_commit_count,human_or_unknown_commit_count,agent_only_traceable,expanded_agent_only_traceable,agent_touched,expanded_agent_touched,ai_disclosure_class,ai_disclosure_evidence,attribution_class,attribution_evidence
30,langgenius/dify,36100,https://github.com/langgenius/dify/pull/36100,llm_native,agent_framework,merged,15,15,30,2,2,2,true,asukaminato0721,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,35876,https://github.com/langgenius/dify/pull/35876,llm_native,agent_framework,merged,103,104,207,3,3,3,true,iamjoel,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,37837,https://github.com/langgenius/dify/pull/37837,llm_native,agent_framework,merged,48,48,96,19,1,1,true,Jingyi-Dify,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,35288,https://github.com/langgenius/dify/pull/35288,llm_native,agent_framework,merged,5,5,10,2,1,1,true,dependabot[bot],conventional_automation,medium,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,40746,https://github.com/langgenius/dify/pull/40746,llm_native,agent_framework,merged,4,4,8,3,2,2,true,Taranum01,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,32323,https://github.com/langgenius/dify/pull/32323,llm_native,agent_framework,merged,13,0,13,1,1,1,true,GareArc,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,32974,https://github.com/langgenius/dify/pull/32974,llm_native,agent_framework,closed_unmerged,1945,2696,4641,2,2,2,true,dependabot[bot],conventional_automation,medium,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,36588,https://github.com/langgenius/dify/pull/36588,llm_native,agent_framework,merged,24,8,32,3,4,4,true,asukaminato0721,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,39283,https://github.com/langgenius/dify/pull/39283,llm_native,agent_framework,merged,358,84,442,37,1,1,true,linw1995,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,40108,https://github.com/langgenius/dify/pull/40108,llm_native,agent_framework,merged,4,3,7,2,1,1,true,lyzno1,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,34213,https://github.com/langgenius/dify/pull/34213,llm_native,agent_framework,merged,8,1,9,2,1,1,true,laipz8200,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,39148,https://github.com/langgenius/dify/pull/39148,llm_native,agent_framework,merged,915,2435,3350,73,5,5,true,lyzno1,not_automation,,false,false,0,0,0,5,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,40986,https://github.com/langgenius/dify/pull/40986,llm_native,agent_framework,merged,1,1,2,1,3,3,true,WH-2099,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,38138,https://github.com/langgenius/dify/pull/38138,llm_native,agent_framework,merged,60,1,61,3,5,5,true,WTW0313,not_automation,,false,false,0,0,0,5,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,38740,https://github.com/langgenius/dify/pull/38740,llm_native,agent_framework,merged,125,82,207,1,4,4,true,asukaminato0721,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,32346,https://github.com/langgenius/dify/pull/32346,llm_native,agent_framework,merged,13,4,17,1,1,1,true,asukaminato0721,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,38710,https://github.com/langgenius/dify/pull/38710,llm_native,agent_framework,merged,24,7,31,1,1,1,true,asukaminato0721,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,36665,https://github.com/langgenius/dify/pull/36665,llm_native,agent_framework,closed_unmerged,15,15,30,6,1,1,true,dependabot[bot],conventional_automation,medium,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,31468,https://github.com/langgenius/dify/pull/31468,llm_native,agent_framework,closed_unmerged,0,0,0,0,8,8,true,asukaminato0721,not_automation,,false,false,0,0,0,8,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,40468,https://github.com/langgenius/dify/pull/40468,llm_native,agent_framework,merged,161,157,318,37,2,2,true,lyzno1,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,34083,https://github.com/langgenius/dify/pull/34083,llm_native,agent_framework,merged,27,38,65,2,1,1,true,YB0y,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,38116,https://github.com/langgenius/dify/pull/38116,llm_native,agent_framework,closed_unmerged,68,6,74,4,1,1,true,Harsh23Kashyap,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,40872,https://github.com/langgenius/dify/pull/40872,llm_native,agent_framework,merged,764,274,1038,38,2,2,true,BeautyyuYanli,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,40970,https://github.com/langgenius/dify/pull/40970,llm_native,agent_framework,merged,105,7,112,3,2,2,true,lyzno1,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,41333,https://github.com/langgenius/dify/pull/41333,llm_native,agent_framework,closed_unmerged,1006,892,1898,12,1,1,true,hjlarry,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,35397,https://github.com/langgenius/dify/pull/35397,llm_native,agent_framework,merged,5,5,10,2,1,1,true,dependabot[bot],conventional_automation,medium,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,41253,https://github.com/langgenius/dify/pull/41253,llm_native,agent_framework,merged,1372,750,2122,17,4,4,true,hjlarry,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,41429,https://github.com/langgenius/dify/pull/41429,llm_native,agent_framework,merged,27,12,39,5,1,1,true,fatelei,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
30,langgenius/dify,33751,https://github.com/langgenius/dify/pull/33751,llm_native,agent_framework,merged,239,17,256,4,7,7,true,lyzno1,not_automation,,false,false,0,0,0,7,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,12850,https://github.com/warpdotdev/warp/pull/12850,mixed,agent_application,open,1270,0,1270,13,2,2,true,warp-agent-staging[bot],coding_agent,high,true,true,0,0,0,2,false,false,true,true,none,,agent_human_mixed_or_partial,verified Coding Agent opener or commit; at least one commit is human or not attributable
31,warpdotdev/warp,13382,https://github.com/warpdotdev/warp/pull/13382,mixed,agent_application,merged,46,21,67,2,3,3,true,warp-agent-staging[bot],coding_agent,high,true,true,0,0,0,3,false,false,true,true,none,,agent_human_mixed_or_partial,verified Coding Agent opener or commit; at least one commit is human or not attributable
31,warpdotdev/warp,15453,https://github.com/warpdotdev/warp/pull/15453,mixed,agent_application,merged,131,50,181,3,1,1,true,vorporeal,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,14147,https://github.com/warpdotdev/warp/pull/14147,mixed,agent_application,merged,30,11,41,2,1,1,true,kevinyang372,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,12496,https://github.com/warpdotdev/warp/pull/12496,mixed,agent_application,merged,21,2,23,1,1,1,true,maxmilian,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,11392,https://github.com/warpdotdev/warp/pull/11392,mixed,agent_application,closed_unmerged,820,40,860,10,7,7,true,david-engelmann,not_automation,,false,false,0,0,0,7,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,9224,https://github.com/warpdotdev/warp/pull/9224,mixed,agent_application,closed_unmerged,13,13,26,1,1,1,true,dependabot[bot],conventional_automation,medium,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,12640,https://github.com/warpdotdev/warp/pull/12640,mixed,agent_application,merged,72,2,74,3,2,2,true,senseFy,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,12531,https://github.com/warpdotdev/warp/pull/12531,mixed,agent_application,closed_unmerged,33,4,37,1,1,1,true,harryalbert,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,9255,https://github.com/warpdotdev/warp/pull/9255,mixed,agent_application,closed_unmerged,337,6,343,21,1,1,true,jcrabapple,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,14950,https://github.com/warpdotdev/warp/pull/14950,mixed,agent_application,open,1776,46,1822,11,6,6,true,warp-agent-staging[bot],coding_agent,high,true,true,0,0,0,6,false,false,true,true,none,,agent_human_mixed_or_partial,verified Coding Agent opener or commit; at least one commit is human or not attributable
31,warpdotdev/warp,14065,https://github.com/warpdotdev/warp/pull/14065,mixed,agent_application,closed_unmerged,275,4,279,2,3,3,true,warp-agent-staging[bot],coding_agent,high,true,true,0,0,0,3,false,false,true,true,none,,agent_human_mixed_or_partial,verified Coding Agent opener or commit; at least one commit is human or not attributable
31,warpdotdev/warp,15647,https://github.com/warpdotdev/warp/pull/15647,mixed,agent_application,open,210,6,216,11,1,1,true,MaxSiominDev,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,14047,https://github.com/warpdotdev/warp/pull/14047,mixed,agent_application,merged,1,1,2,1,1,1,true,dependabot[bot],conventional_automation,medium,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,14410,https://github.com/warpdotdev/warp/pull/14410,mixed,agent_application,closed_unmerged,478,0,478,2,1,1,true,katspaugh,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,13534,https://github.com/warpdotdev/warp/pull/13534,mixed,agent_application,open,156,2,158,5,1,1,true,seemeroland,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,13378,https://github.com/warpdotdev/warp/pull/13378,mixed,agent_application,open,27,2,29,2,1,1,true,warp-agent-staging[bot],coding_agent,high,true,true,0,0,0,1,false,false,true,true,none,,agent_human_mixed_or_partial,verified Coding Agent opener or commit; at least one commit is human or not attributable
31,warpdotdev/warp,12864,https://github.com/warpdotdev/warp/pull/12864,mixed,agent_application,closed_unmerged,33,0,33,2,1,1,true,tkshsbcue,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,12308,https://github.com/warpdotdev/warp/pull/12308,mixed,agent_application,open,15,2,17,2,1,1,true,warp-agent-staging[bot],coding_agent,high,true,true,0,0,0,1,false,false,true,true,none,,agent_human_mixed_or_partial,verified Coding Agent opener or commit; at least one commit is human or not attributable
31,warpdotdev/warp,14930,https://github.com/warpdotdev/warp/pull/14930,mixed,agent_application,closed_unmerged,122,24,146,2,2,2,true,bobrnor,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,13447,https://github.com/warpdotdev/warp/pull/13447,mixed,agent_application,merged,776,11,787,12,6,6,true,vkodithala,not_automation,,false,false,0,0,0,6,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,14871,https://github.com/warpdotdev/warp/pull/14871,mixed,agent_application,open,359,3,362,11,1,1,true,warp-for-oss[bot],coding_agent,high,true,true,0,0,0,1,false,false,true,true,none,,agent_human_mixed_or_partial,verified Coding Agent opener or commit; at least one commit is human or not attributable
31,warpdotdev/warp,15122,https://github.com/warpdotdev/warp/pull/15122,mixed,agent_application,merged,5919,6161,12080,17,11,11,true,warp-agent-staging[bot],coding_agent,high,true,true,0,0,0,11,false,false,true,true,none,,agent_human_mixed_or_partial,verified Coding Agent opener or commit; at least one commit is human or not attributable
31,warpdotdev/warp,10702,https://github.com/warpdotdev/warp/pull/10702,mixed,agent_application,merged,1,1,2,1,1,1,true,jasonkeung,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,9269,https://github.com/warpdotdev/warp/pull/9269,mixed,agent_application,open,19,0,19,4,1,1,true,pkillianjackson,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,12554,https://github.com/warpdotdev/warp/pull/12554,mixed,agent_application,closed_unmerged,233,42,275,2,1,1,true,jefflloyd,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,13817,https://github.com/warpdotdev/warp/pull/13817,mixed,agent_application,merged,1634,783,2417,15,4,4,true,harryalbert,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,13162,https://github.com/warpdotdev/warp/pull/13162,mixed,agent_application,merged,226,38,264,3,2,2,true,peicodes,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,11314,https://github.com/warpdotdev/warp/pull/11314,mixed,agent_application,open,10,0,10,1,1,1,true,kevinchevalier,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,9231,https://github.com/warpdotdev/warp/pull/9231,mixed,agent_application,merged,0,12,12,1,1,1,true,captainsafia,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,10783,https://github.com/warpdotdev/warp/pull/10783,mixed,agent_application,merged,3,3,6,1,3,3,true,abhishek-pandya,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,9690,https://github.com/warpdotdev/warp/pull/9690,mixed,agent_application,open,71,5,76,7,2,2,true,warp-factories[bot],unknown_automation,low,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
31,warpdotdev/warp,10371,https://github.com/warpdotdev/warp/pull/10371,mixed,agent_application,merged,1409,198,1607,12,8,8,true,kjankov,not_automation,,false,false,0,0,0,8,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,8347,https://github.com/paperclipai/paperclip/pull/8347,llm_native,agent_framework,merged,1020,40,1060,2,1,1,true,levineam,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,8140,https://github.com/paperclipai/paperclip/pull/8140,llm_native,agent_framework,closed_unmerged,1836,73,1909,30,5,5,true,codelk-bingoai,not_automation,,false,false,0,0,0,5,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,4203,https://github.com/paperclipai/paperclip/pull/4203,llm_native,agent_framework,closed_unmerged,361,32,393,2,1,1,true,dayour,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,8386,https://github.com/paperclipai/paperclip/pull/8386,llm_native,agent_framework,closed_unmerged,258,2,260,11,1,1,true,Etogerman,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,9068,https://github.com/paperclipai/paperclip/pull/9068,llm_native,agent_framework,merged,48,38,86,2,1,1,true,dependabot[bot],conventional_automation,medium,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,10403,https://github.com/paperclipai/paperclip/pull/10403,llm_native,agent_framework,merged,21,3,24,2,3,3,true,nickyleach,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,5752,https://github.com/paperclipai/paperclip/pull/5752,llm_native,agent_framework,open,391,2,393,11,2,2,true,rsavitt,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,2665,https://github.com/paperclipai/paperclip/pull/2665,llm_native,agent_framework,closed_unmerged,23,1,24,1,1,1,true,MindSyncHub,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,9010,https://github.com/paperclipai/paperclip/pull/9010,llm_native,agent_framework,merged,44,0,44,2,2,2,true,0xopaque,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,8064,https://github.com/paperclipai/paperclip/pull/8064,llm_native,agent_framework,open,281,49,330,6,2,2,true,hassan-albalawi,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,10273,https://github.com/paperclipai/paperclip/pull/10273,llm_native,agent_framework,open,677,4,681,12,7,7,true,aduduman031084,not_automation,,false,false,0,0,0,7,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,10976,https://github.com/paperclipai/paperclip/pull/10976,llm_native,agent_framework,open,11,47,58,2,2,2,true,aduduman031084,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,11460,https://github.com/paperclipai/paperclip/pull/11460,llm_native,agent_framework,open,198,43,241,5,2,2,true,YukiCrisp,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,4461,https://github.com/paperclipai/paperclip/pull/4461,llm_native,agent_framework,closed_unmerged,404,1,405,2,1,1,true,willblanchard,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,10650,https://github.com/paperclipai/paperclip/pull/10650,llm_native,agent_framework,merged,416,9,425,4,2,2,true,devinfoley,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,517,https://github.com/paperclipai/paperclip/pull/517,llm_native,agent_framework,merged,105,1,106,2,1,1,true,cryppadotta,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,8625,https://github.com/paperclipai/paperclip/pull/8625,llm_native,agent_framework,open,153,1,154,2,1,1,true,andrewcolinchandra,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,2645,https://github.com/paperclipai/paperclip/pull/2645,llm_native,agent_framework,merged,88,2,90,3,3,3,true,cryppadotta,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,6537,https://github.com/paperclipai/paperclip/pull/6537,llm_native,agent_framework,open,105,0,105,4,4,4,true,soichisumi,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,3106,https://github.com/paperclipai/paperclip/pull/3106,llm_native,agent_framework,closed_unmerged,19,0,19,7,1,1,true,zeyck,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,500,https://github.com/paperclipai/paperclip/pull/500,llm_native,agent_framework,closed_unmerged,78,7,85,2,1,1,true,unkownpr,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,11842,https://github.com/paperclipai/paperclip/pull/11842,llm_native,agent_framework,open,119735,78,119813,22,13,13,true,dzianisv,not_automation,,false,false,0,0,0,13,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,12237,https://github.com/paperclipai/paperclip/pull/12237,llm_native,agent_framework,closed_unmerged,587,0,587,5,1,1,true,miloszspyrka-code,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,5236,https://github.com/paperclipai/paperclip/pull/5236,llm_native,agent_framework,closed_unmerged,500,34,534,29,8,8,true,lacymorrow,not_automation,,false,false,0,0,0,8,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,10728,https://github.com/paperclipai/paperclip/pull/10728,llm_native,agent_framework,merged,11,11,22,2,3,3,true,dependabot[bot],conventional_automation,medium,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,6030,https://github.com/paperclipai/paperclip/pull/6030,llm_native,agent_framework,open,106,1,107,6,1,1,true,djcowork,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,8905,https://github.com/paperclipai/paperclip/pull/8905,llm_native,agent_framework,open,131,1,132,4,3,3,true,saphid,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,1444,https://github.com/paperclipai/paperclip/pull/1444,llm_native,agent_framework,closed_unmerged,123,95,218,13,7,7,true,hungdqdesign,not_automation,,false,false,0,0,0,7,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,1873,https://github.com/paperclipai/paperclip/pull/1873,llm_native,agent_framework,open,7,1,8,1,1,1,true,doganalpaslan,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,10992,https://github.com/paperclipai/paperclip/pull/10992,llm_native,agent_framework,merged,78,28,106,8,1,1,true,cryppadotta,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,7983,https://github.com/paperclipai/paperclip/pull/7983,llm_native,agent_framework,open,17,0,17,4,2,2,true,tommypoltev,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,4856,https://github.com/paperclipai/paperclip/pull/4856,llm_native,agent_framework,open,350,7,357,2,1,1,true,tommypoltev,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,10242,https://github.com/paperclipai/paperclip/pull/10242,llm_native,agent_framework,closed_unmerged,79187,177,79364,256,117,117,true,mv50000,not_automation,,false,false,0,0,0,117,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,1567,https://github.com/paperclipai/paperclip/pull/1567,llm_native,agent_framework,closed_unmerged,14050,3930,17980,238,360,250,false,hungdqdesign,not_automation,,false,false,0,0,0,250,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,9311,https://github.com/paperclipai/paperclip/pull/9311,llm_native,agent_framework,open,3629,42,3671,40,3,3,true,cryppadotta,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,4846,https://github.com/paperclipai/paperclip/pull/4846,llm_native,agent_framework,closed_unmerged,96,8,104,3,1,1,true,ewildee,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,11576,https://github.com/paperclipai/paperclip/pull/11576,llm_native,agent_framework,merged,5648,738,6386,27,14,14,true,nickyleach,not_automation,,false,false,0,0,0,14,false,false,false,false,none,,no_public_agent_code_signal,
32,paperclipai/paperclip,8743,https://github.com/paperclipai/paperclip/pull/8743,llm_native,agent_framework,merged,15,15,30,2,1,1,true,dependabot[bot],conventional_automation,medium,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,13031,https://github.com/vllm-project/vllm-ascend/pull/13031,llm_native,model_infra,merged,9,13,22,1,2,2,true,tyy0829,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,10288,https://github.com/vllm-project/vllm-ascend/pull/10288,llm_native,model_infra,merged,14,16,30,2,1,1,true,wangxiyuan,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,8309,https://github.com/vllm-project/vllm-ascend/pull/8309,llm_native,model_infra,merged,2586,1581,4167,19,1,1,true,vllm-ascend-ci,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,9923,https://github.com/vllm-project/vllm-ascend/pull/9923,llm_native,model_infra,closed_unmerged,91,7,98,3,2,2,true,CarterDuan,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,15223,https://github.com/vllm-project/vllm-ascend/pull/15223,llm_native,model_infra,open,81,6,87,2,2,2,true,tangtang1152,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,7115,https://github.com/vllm-project/vllm-ascend/pull/7115,llm_native,model_infra,closed_unmerged,83,0,83,3,1,1,true,wenba0,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,11417,https://github.com/vllm-project/vllm-ascend/pull/11417,llm_native,model_infra,closed_unmerged,57,5,62,2,1,1,true,ShuhaoZhangTony,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,10395,https://github.com/vllm-project/vllm-ascend/pull/10395,llm_native,model_infra,merged,2,2,4,1,2,2,true,Bybbbb11,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,11590,https://github.com/vllm-project/vllm-ascend/pull/11590,llm_native,model_infra,closed_unmerged,1,1,2,1,1,1,true,wangxiyuan,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,13662,https://github.com/vllm-project/vllm-ascend/pull/13662,llm_native,model_infra,open,103,6,109,3,5,5,true,xqchen7,not_automation,,false,false,0,0,0,5,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,10302,https://github.com/vllm-project/vllm-ascend/pull/10302,llm_native,model_infra,merged,21,9,30,1,5,5,true,wangx700,not_automation,,false,false,0,0,0,5,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,13869,https://github.com/vllm-project/vllm-ascend/pull/13869,llm_native,model_infra,closed_unmerged,35,44,79,8,5,5,true,guxin108,not_automation,,false,false,0,0,0,5,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,9957,https://github.com/vllm-project/vllm-ascend/pull/9957,llm_native,model_infra,open,31,0,31,2,12,12,true,calyoung80,not_automation,,false,false,0,0,0,12,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,13371,https://github.com/vllm-project/vllm-ascend/pull/13371,llm_native,model_infra,closed_unmerged,690,26,716,15,16,16,true,czydyy,not_automation,,false,false,0,0,0,16,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,6503,https://github.com/vllm-project/vllm-ascend/pull/6503,llm_native,model_infra,merged,2255,2326,4581,51,5,5,true,MrZ20,not_automation,,false,false,0,0,0,5,false,false,false,false,none,,no_public_agent_code_signal,
33,vllm-project/vllm-ascend,7908,https://github.com/vllm-project/vllm-ascend/pull/7908,llm_native,model_infra,closed_unmerged,13,0,13,1,1,1,true,Wangbei25,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
