study_stage,panel_year,repo_name,llm_native_manual,item_type,number,html_url,created_at,stage_end,sampling_weight,agent_opener,agent_visible_24h,agent_visible_30d,early_agent_exposure,coding_or_review_agent_visible_24h,coding_or_review_agent_visible_30d,support_agent_visible_30d,security_review_agent_visible_30d,explicit_ai_disclosure,human_response_hours,maintainer_response_hours,any_response_hours,eligible_1d,eligible_7d,human_response_24h,human_response_7d,maintainer_response_7d,any_response_7d,eligible_30d,resolved_30d,issue_closed_30d,pr_merged_30d,pr_closed_unmerged_30d,eligible_90d,resolved_90d,issue_closed_90d,pr_merged_90d,reply_events_30d,human_reply_events_30d,maintainer_actions_30d,agent_actions_30d,automation_actions_30d,conversation_runs_30d,maintainer_entries_30d,opener_return_rounds_30d,review_events_30d,human_review_events_30d,maintainer_review_events_30d,agent_review_events_30d,changes_requested_30d,commits_after_first_review_30d,commits_after_first_human_review_30d,commits_after_first_agent_review_30d
year_2025_m5_m8,2025,langchain-ai/langchain,llm_native,pull_request,32076,https://github.com/langchain-ai/langchain/pull/32076,2025-07-16T22:44:25Z,2025-08-28,47.5,no,no,no,no,no,no,no,no,no,,,0.001111,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langchain-ai/langchain,llm_native,issue,31486,https://github.com/langchain-ai/langchain/issues/31486,2025-06-03T22:09:59Z,2025-08-28,47.5,no,yes,yes,yes,no,no,yes,no,no,27.704722,27.704722,27.704722,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,39729,https://github.com/langchain-ai/langchain/pull/39729,2026-08-18T21:43:19Z,2026-08-28,87.966667,no,yes,yes,yes,yes,yes,no,no,no,,,0.248056,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,1,7,1,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,38810,https://github.com/langchain-ai/langchain/pull/38810,2026-07-12T08:45:08Z,2026-08-28,87.966667,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,37607,https://github.com/langchain-ai/langchain/pull/37607,2026-05-21T16:51:41Z,2026-08-28,87.966667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.009167,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,6,0,0,7,6,2,0,0,5,0,0,5,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,39608,https://github.com/langchain-ai/langchain/pull/39608,2026-08-12T08:25:37Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.008611,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,38200,https://github.com/langchain-ai/langchain/pull/38200,2026-06-16T16:08:07Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.013333,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,1,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,38122,https://github.com/langchain-ai/langchain/pull/38122,2026-06-13T02:07:06Z,2026-08-28,87.966667,no,yes,yes,yes,yes,yes,no,no,no,,,0.069167,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,3,0,0,3,9,1,0,0,3,0,0,3,0,2,0,2
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,issue,37215,https://github.com/langchain-ai/langchain/issues/37215,2026-05-06T06:43:28Z,2026-08-28,87.966667,no,no,no,no,no,no,no,no,no,7.796667,,7.796667,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,7,7,0,0,2,5,0,2,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,39996,https://github.com/langchain-ai/langchain/pull/39996,2026-08-28T22:43:50Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.0075,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,37572,https://github.com/langchain-ai/langchain/pull/37572,2026-05-20T07:03:56Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.008333,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,39855,https://github.com/langchain-ai/langchain/pull/39855,2026-08-23T05:08:08Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.006111,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,38460,https://github.com/langchain-ai/langchain/pull/38460,2026-06-25T19:28:12Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.008056,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,1,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,37662,https://github.com/langchain-ai/langchain/pull/37662,2026-05-24T04:17:45Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.006111,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,2,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,37957,https://github.com/langchain-ai/langchain/pull/37957,2026-06-08T05:47:26Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.008056,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,38781,https://github.com/langchain-ai/langchain/pull/38781,2026-07-10T14:43:34Z,2026-08-28,87.966667,no,yes,yes,yes,yes,yes,no,no,no,72.009167,72.009167,0.111944,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,18,16,15,3,4,6,1,3,16,14,14,2,0,3,1,3
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,38921,https://github.com/langchain-ai/langchain/pull/38921,2026-07-18T07:57:16Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.008056,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,issue,37468,https://github.com/langchain-ai/langchain/issues/37468,2026-05-16T10:08:33Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.003333,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,37139,https://github.com/langchain-ai/langchain/pull/37139,2026-05-01T18:14:58Z,2026-08-28,87.966667,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,39158,https://github.com/langchain-ai/langchain/pull/39158,2026-07-30T20:22:59Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.0075,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,2,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,issue,37657,https://github.com/langchain-ai/langchain/issues/37657,2026-05-24T02:03:00Z,2026-08-28,87.966667,no,no,no,no,no,no,no,no,no,3.740278,60.513889,3.740278,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,16,13,1,0,2,11,1,2,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,39204,https://github.com/langchain-ai/langchain/pull/39204,2026-08-02T20:33:01Z,2026-08-28,87.966667,no,yes,yes,yes,yes,yes,no,no,no,,,0.347778,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,1,5,1,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,37136,https://github.com/langchain-ai/langchain/pull/37136,2026-05-01T16:09:35Z,2026-08-28,87.966667,no,no,no,no,no,no,no,no,no,,,0.049444,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,issue,38605,https://github.com/langchain-ai/langchain/issues/38605,2026-07-02T03:21:54Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.003056,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,39018,https://github.com/langchain-ai/langchain/pull/39018,2026-07-22T14:16:56Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.01,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,38609,https://github.com/langchain-ai/langchain/pull/38609,2026-07-02T08:21:48Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.008056,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,1,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,issue,37520,https://github.com/langchain-ai/langchain/issues/37520,2026-05-19T03:10:27Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.003889,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,2,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,39931,https://github.com/langchain-ai/langchain/pull/39931,2026-08-26T10:34:25Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.0075,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,issue,39352,https://github.com/langchain-ai/langchain/issues/39352,2026-08-09T00:01:01Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.002778,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,38292,https://github.com/langchain-ai/langchain/pull/38292,2026-06-19T23:42:16Z,2026-08-28,87.966667,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,37594,https://github.com/langchain-ai/langchain/pull/37594,2026-05-21T02:49:44Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.007222,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,1,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langchain-ai/langchain,llm_native,pull_request,38399,https://github.com/langchain-ai/langchain/pull/38399,2026-06-24T09:54:00Z,2026-08-28,87.966667,no,yes,yes,yes,no,no,yes,no,no,,,0.007778,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,2,1,0,2,7,2,0,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,6013,https://github.com/langgenius/dify/issues/6013,2024-07-05T11:24:20Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,,,0.033889,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,4293,https://github.com/langgenius/dify/issues/4293,2024-05-11T06:43:17Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,4158,https://github.com/langgenius/dify/pull/4158,2024-05-07T10:51:46Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,2.045556,,2.045556,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,5,5,0,4,0,2,0,1,5,5,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,7184,https://github.com/langgenius/dify/issues/7184,2024-08-12T06:06:19Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,,,0.045278,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,7590,https://github.com/langgenius/dify/pull/7590,2024-08-23T15:07:07Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,0.646667,0.646667,0.646667,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,1,1,1,3,0,1,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,7179,https://github.com/langgenius/dify/pull/7179,2024-08-12T03:26:58Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,4.392778,4.392778,4.392778,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,4,4,3,3,0,3,2,1,4,4,3,0,1,4,4,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,6891,https://github.com/langgenius/dify/pull/6891,2024-08-01T13:31:35Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,18.328333,18.328333,18.328333,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,2,2,1,4,0,2,1,1,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,6237,https://github.com/langgenius/dify/pull/6237,2024-07-12T06:32:22Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,2.315278,2.315278,2.315278,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,1,1,1,2,0,1,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,5266,https://github.com/langgenius/dify/pull/5266,2024-06-15T22:56:12Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,30.458333,,30.458333,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,3,2,0,4,0,2,0,0,2,1,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,5763,https://github.com/langgenius/dify/issues/5763,2024-06-29T23:53:09Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,75.338333,,0.097222,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,6,4,0,3,0,5,0,2,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,4263,https://github.com/langgenius/dify/pull/4263,2024-05-10T09:22:31Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,1.500556,,1.500556,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,1,1,0,4,0,1,0,0,1,1,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,6182,https://github.com/langgenius/dify/issues/6182,2024-07-11T05:17:02Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,,,0.103611,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,5071,https://github.com/langgenius/dify/pull/5071,2024-06-11T06:19:47Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,7.799444,18.167778,7.799444,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,2,2,1,3,0,2,1,0,2,2,1,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,5075,https://github.com/langgenius/dify/pull/5075,2024-06-11T07:32:47Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,16.845556,16.845556,16.845556,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,1,1,1,4,0,1,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,6102,https://github.com/langgenius/dify/issues/6102,2024-07-09T09:28:02Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,5.273611,5.273611,0.094722,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,3,2,1,2,0,3,1,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,4200,https://github.com/langgenius/dify/issues/4200,2024-05-09T01:48:25Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,,,0.026944,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,5592,https://github.com/langgenius/dify/pull/5592,2024-06-25T14:53:32Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,4045,https://github.com/langgenius/dify/issues/4045,2024-05-02T00:28:59Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,6.869444,,6.869444,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,7662,https://github.com/langgenius/dify/issues/7662,2024-08-26T10:10:11Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,0.065556,0.065556,0.065556,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,2,2,1,2,0,2,1,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,4580,https://github.com/langgenius/dify/pull/4580,2024-05-22T08:37:32Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,25.546111,,25.546111,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,2,2,0,2,0,2,0,1,1,1,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,5620,https://github.com/langgenius/dify/pull/5620,2024-06-26T06:57:36Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,1.887222,,1.887222,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,13,13,0,3,0,10,0,5,3,3,0,0,0,4,4,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,7108,https://github.com/langgenius/dify/issues/7108,2024-08-08T09:30:48Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,0.188333,0.188333,0.188333,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,7135,https://github.com/langgenius/dify/pull/7135,2024-08-09T07:11:03Z,2024-08-28,104.233333,no,no,yes,no,no,no,yes,no,no,121.120556,149.968611,121.120556,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,7,7,4,3,0,3,1,0,7,7,4,0,0,2,2,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,5640,https://github.com/langgenius/dify/issues/5640,2024-06-26T11:10:34Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,18.711667,18.711667,0.124167,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,10,9,1,3,0,8,1,4,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,6500,https://github.com/langgenius/dify/issues/6500,2024-07-20T18:50:40Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,32.043333,32.043333,0.053056,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,2,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,6697,https://github.com/langgenius/dify/pull/6697,2024-07-26T02:46:17Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,0.635833,0.635833,0.635833,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,1,1,1,3,0,1,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,issue,6244,https://github.com/langgenius/dify/issues/6244,2024-07-12T08:48:55Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,2.243056,2.243056,0.093333,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,8,7,4,2,0,7,3,2,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,7472,https://github.com/langgenius/dify/pull/7472,2024-08-21T03:04:25Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,6.014722,6.014722,6.014722,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,7,7,1,3,0,6,1,3,1,1,0,0,0,9,9,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,4924,https://github.com/langgenius/dify/pull/4924,2024-06-04T11:49:50Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,0.231389,,0.231389,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,1,1,0,3,0,1,0,0,1,1,0,0,0,0,0,0
year_2024_m5_m8,2024,langgenius/dify,llm_native,pull_request,7127,https://github.com/langgenius/dify/pull/7127,2024-08-09T01:47:19Z,2024-08-28,104.233333,no,yes,yes,yes,no,no,yes,no,no,0.329167,0.329167,0.329167,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,1,1,1,3,0,1,1,0,1,1,1,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,24226,https://github.com/langgenius/dify/issues/24226,2025-08-20T09:26:22Z,2025-08-28,153.633333,no,yes,yes,yes,no,no,yes,no,no,,,0.066389,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,23502,https://github.com/langgenius/dify/issues/23502,2025-08-06T09:16:58Z,2025-08-28,153.633333,no,yes,yes,yes,no,no,yes,no,no,1.0125,1.0125,0.066667,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,6,4,1,3,0,6,1,2,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,22577,https://github.com/langgenius/dify/issues/22577,2025-07-17T13:28:37Z,2025-08-28,153.633333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,23206,https://github.com/langgenius/dify/issues/23206,2025-07-31T03:16:53Z,2025-08-28,153.633333,no,yes,yes,yes,no,no,yes,no,no,,,0.0475,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,pull_request,24544,https://github.com/langgenius/dify/pull/24544,2025-08-26T07:34:07Z,2025-08-28,153.633333,no,yes,yes,yes,no,no,yes,no,no,0.148889,0.184444,0.148889,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,2,2,1,2,0,2,1,0,2,2,1,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,23529,https://github.com/langgenius/dify/issues/23529,2025-08-07T02:00:14Z,2025-08-28,153.633333,no,yes,yes,yes,no,no,yes,no,no,198.152778,,198.152778,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,865,https://github.com/langgenius/dify-official-plugins/issues/865,2025-05-07T03:34:33Z,2025-08-28,153.633333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,19370,https://github.com/langgenius/dify/issues/19370,2025-05-08T04:26:37Z,2025-08-28,153.633333,no,yes,yes,yes,no,no,yes,no,no,,,755.611389,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,22028,https://github.com/langgenius/dify/issues/22028,2025-07-08T05:30:46Z,2025-08-28,153.633333,no,yes,yes,yes,no,no,yes,no,no,,,0.0325,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,20225,https://github.com/langgenius/dify/issues/20225,2025-05-26T07:22:13Z,2025-08-28,153.633333,no,yes,yes,yes,no,no,yes,no,no,,,0.093056,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langgenius/dify,llm_native,issue,19389,https://github.com/langgenius/dify/issues/19389,2025-05-08T08:29:39Z,2025-08-28,153.633333,no,yes,yes,yes,no,no,yes,no,no,0.788333,0.788333,0.071944,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,3,2,1,2,0,3,1,1,0,0,0,0,0,0,0,0
