sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,node_id,html_url,state,outcome,created_at,updated_at,closed_at,merged_at,author_login,author_github_type,author_association,author_initial_class,performed_via_github_app,ai_disclosure_candidate,ai_disclosure_evidence,comments_count,labels,population_items,selected_items,inclusion_probability,sampling_weight,frame_min_number,frame_max_number,sampling_seed,sampling_method,collected_at
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,issue,26767,I_kwDOCTkjjc6rxVQa,https://github.com/jax-ml/jax/issues/26767,open,open,2025-02-26T14:34:44Z,2025-03-03T16:51:21Z,,,n-gao,User,NONE,human_account,,no,,0,bug,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,27001,PR_kwDOCTkjjc6N1DRx,https://github.com/jax-ml/jax/pull/27001,closed,merged,2025-03-07T21:36:14Z,2025-03-07T22:14:35Z,2025-03-07T22:14:35Z,2025-03-07T22:14:35Z,mattjj,User,COLLABORATOR,human_account,,no,,0,pull ready,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,issue,27019,I_kwDOCTkjjc6tKm7T,https://github.com/jax-ml/jax/issues/27019,closed,closed,2025-03-09T06:41:17Z,2025-03-11T18:32:07Z,2025-03-11T18:32:07Z,,alserene,User,NONE,human_account,,no,,3,bug,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,27023,PR_kwDOCTkjjc6N6PiP,https://github.com/jax-ml/jax/pull/27023,closed,closed_unmerged,2025-03-09T20:38:27Z,2025-03-10T18:47:08Z,2025-03-10T18:47:05Z,,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,27162,PR_kwDOCTkjjc6OsJnc,https://github.com/jax-ml/jax/pull/27162,closed,merged,2025-03-14T15:23:14Z,2025-03-14T15:59:04Z,2025-03-14T15:59:03Z,2025-03-14T15:59:03Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,27485,PR_kwDOCTkjjc6QQhRT,https://github.com/jax-ml/jax/pull/27485,closed,merged,2025-03-26T18:47:27Z,2025-03-26T20:37:21Z,2025-03-26T20:37:20Z,2025-03-26T20:37:20Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,27668,PR_kwDOCTkjjc6RFq8M,https://github.com/jax-ml/jax/pull/27668,closed,merged,2025-04-02T13:16:18Z,2025-04-04T17:10:45Z,2025-04-04T17:10:44Z,2025-04-04T17:10:44Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,5,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,27751,PR_kwDOCTkjjc6Rd1xk,https://github.com/jax-ml/jax/pull/27751,closed,closed_unmerged,2025-04-04T22:27:02Z,2025-04-08T07:35:02Z,2025-04-08T07:35:00Z,,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,27819,PR_kwDOCTkjjc6RuNmx,https://github.com/jax-ml/jax/pull/27819,closed,merged,2025-04-08T04:16:35Z,2025-04-08T17:52:51Z,2025-04-08T17:52:50Z,2025-04-08T17:52:50Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,27994,PR_kwDOCTkjjc6SeZhr,https://github.com/jax-ml/jax/pull/27994,closed,merged,2025-04-14T11:49:21Z,2025-04-16T14:21:52Z,2025-04-16T14:02:15Z,2025-04-16T14:02:15Z,vfdev-5,User,MEMBER,human_account,,no,,0,kokoro:force-run|pull ready,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,issue,27996,I_kwDOCTkjjc6yZRxF,https://github.com/jax-ml/jax/issues/27996,closed,closed,2025-04-14T12:47:11Z,2025-06-10T22:36:21Z,2025-06-10T22:36:21Z,,BrianWieder,User,CONTRIBUTOR,human_account,,no,,0,enhancement,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28135,PR_kwDOCTkjjc6TLZo6,https://github.com/jax-ml/jax/pull/28135,closed,merged,2025-04-19T00:51:55Z,2025-06-19T00:39:46Z,2025-06-19T00:39:46Z,2025-06-19T00:39:46Z,justinjfu,User,COLLABORATOR,human_account,,no,,0,kokoro:force-run|pull ready,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28192,PR_kwDOCTkjjc6TjGJL,https://github.com/jax-ml/jax/pull/28192,closed,merged,2025-04-23T08:40:07Z,2025-04-23T13:55:34Z,2025-04-23T13:55:34Z,2025-04-23T13:55:34Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28471,PR_kwDOCTkjjc6UsiZq,https://github.com/jax-ml/jax/pull/28471,closed,closed_unmerged,2025-05-01T23:26:43Z,2025-05-02T01:03:28Z,2025-05-02T01:03:27Z,,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28491,PR_kwDOCTkjjc6UzCiy,https://github.com/jax-ml/jax/pull/28491,closed,closed_unmerged,2025-05-02T21:21:05Z,2025-05-07T14:43:33Z,2025-05-07T14:43:31Z,,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28593,PR_kwDOCTkjjc6VVpc1,https://github.com/jax-ml/jax/pull/28593,closed,merged,2025-05-07T21:09:47Z,2025-05-08T02:25:49Z,2025-05-08T01:58:51Z,2025-05-08T01:58:51Z,jakevdp,User,COLLABORATOR,human_account,,no,,0,kokoro:force-run|pull ready,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28791,PR_kwDOCTkjjc6WencZ,https://github.com/jax-ml/jax/pull/28791,closed,closed_unmerged,2025-05-16T13:54:05Z,2025-05-19T12:53:55Z,2025-05-19T12:53:53Z,,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28793,PR_kwDOCTkjjc6We4oS,https://github.com/jax-ml/jax/pull/28793,closed,merged,2025-05-16T14:25:35Z,2025-05-16T14:41:59Z,2025-05-16T14:41:59Z,2025-05-16T14:41:59Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28847,PR_kwDOCTkjjc6W3hGg,https://github.com/jax-ml/jax/pull/28847,closed,merged,2025-05-20T10:42:23Z,2025-05-22T10:15:12Z,2025-05-22T10:15:11Z,2025-05-22T10:15:11Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28890,PR_kwDOCTkjjc6XFl_2,https://github.com/jax-ml/jax/pull/28890,closed,closed_unmerged,2025-05-21T15:46:47Z,2025-05-21T17:49:01Z,2025-05-21T17:48:59Z,,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,28984,PR_kwDOCTkjjc6Xbtwu,https://github.com/jax-ml/jax/pull/28984,closed,merged,2025-05-23T18:36:53Z,2025-05-23T22:29:08Z,2025-05-23T22:29:08Z,2025-05-23T22:29:07Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29051,PR_kwDOCTkjjc6X7Rks,https://github.com/jax-ml/jax/pull/29051,closed,merged,2025-05-28T09:15:14Z,2025-05-28T09:53:08Z,2025-05-28T09:53:07Z,2025-05-28T09:53:07Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29307,PR_kwDOCTkjjc6ZcMUt,https://github.com/jax-ml/jax/pull/29307,closed,merged,2025-06-06T19:31:36Z,2025-06-06T20:01:14Z,2025-06-06T20:01:13Z,2025-06-06T20:01:13Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29456,PR_kwDOCTkjjc6aYoMz,https://github.com/jax-ml/jax/pull/29456,closed,merged,2025-06-13T12:34:35Z,2025-06-13T17:01:43Z,2025-06-13T17:01:43Z,2025-06-13T17:01:43Z,j-towns,User,CONTRIBUTOR,human_account,,no,,2,kokoro:force-run|pull ready,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29566,PR_kwDOCTkjjc6bJrVi,https://github.com/jax-ml/jax/pull/29566,closed,merged,2025-06-18T21:59:39Z,2025-06-18T22:54:33Z,2025-06-18T22:54:33Z,2025-06-18T22:54:32Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29688,PR_kwDOCTkjjc6b3rhP,https://github.com/jax-ml/jax/pull/29688,closed,merged,2025-06-24T13:32:21Z,2025-06-24T15:39:46Z,2025-06-24T15:39:45Z,2025-06-24T15:39:45Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29707,PR_kwDOCTkjjc6b6kC0,https://github.com/jax-ml/jax/pull/29707,closed,merged,2025-06-24T18:18:38Z,2025-06-24T21:40:10Z,2025-06-24T21:40:09Z,2025-06-24T21:40:09Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29758,PR_kwDOCTkjjc6cIqiR,https://github.com/jax-ml/jax/pull/29758,closed,merged,2025-06-25T22:34:59Z,2025-06-26T01:31:13Z,2025-06-26T01:31:12Z,2025-06-26T01:31:12Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29778,PR_kwDOCTkjjc6cQEDc,https://github.com/jax-ml/jax/pull/29778,closed,merged,2025-06-26T14:53:34Z,2025-06-27T14:32:30Z,2025-06-27T14:32:29Z,2025-06-27T14:32:29Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29813,PR_kwDOCTkjjc6cd4mk,https://github.com/jax-ml/jax/pull/29813,closed,merged,2025-06-27T18:04:08Z,2025-07-02T22:34:51Z,2025-07-02T22:34:50Z,2025-07-02T22:34:50Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29850,PR_kwDOCTkjjc6ctimT,https://github.com/jax-ml/jax/pull/29850,closed,merged,2025-06-30T14:46:56Z,2025-06-30T19:31:28Z,2025-06-30T19:31:28Z,2025-06-30T19:31:27Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,29860,PR_kwDOCTkjjc6cvybQ,https://github.com/jax-ml/jax/pull/29860,closed,closed_unmerged,2025-06-30T18:20:53Z,2025-07-11T17:49:15Z,2025-07-11T17:49:15Z,,quoctruong,User,CONTRIBUTOR,human_account,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,30041,PR_kwDOCTkjjc6d2hpm,https://github.com/jax-ml/jax/pull/30041,closed,merged,2025-07-08T02:02:24Z,2025-07-08T18:07:35Z,2025-07-08T18:07:34Z,2025-07-08T18:07:34Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,30054,PR_kwDOCTkjjc6d7pw_,https://github.com/jax-ml/jax/pull/30054,closed,merged,2025-07-08T11:58:56Z,2025-07-09T12:47:32Z,2025-07-09T12:47:31Z,2025-07-09T12:47:31Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,30136,PR_kwDOCTkjjc6ecoBo,https://github.com/jax-ml/jax/pull/30136,closed,merged,2025-07-11T08:11:13Z,2025-07-11T08:28:32Z,2025-07-11T08:28:32Z,2025-07-11T08:28:32Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,30217,PR_kwDOCTkjjc6e9Y38,https://github.com/jax-ml/jax/pull/30217,closed,merged,2025-07-15T10:23:58Z,2025-07-15T10:45:54Z,2025-07-15T10:45:53Z,2025-07-15T10:45:53Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,30332,PR_kwDOCTkjjc6fqbwP,https://github.com/jax-ml/jax/pull/30332,closed,merged,2025-07-19T04:40:09Z,2025-07-30T20:02:22Z,2025-07-30T20:02:21Z,2025-07-30T20:02:21Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,30495,PR_kwDOCTkjjc6gl9B4,https://github.com/jax-ml/jax/pull/30495,closed,merged,2025-07-25T08:49:42Z,2025-07-25T15:06:41Z,2025-07-25T15:06:41Z,2025-07-25T15:06:40Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,30681,PR_kwDOCTkjjc6htC46,https://github.com/jax-ml/jax/pull/30681,closed,merged,2025-08-01T11:34:37Z,2025-08-05T13:08:21Z,2025-08-05T13:08:21Z,2025-08-05T13:08:21Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,30840,PR_kwDOCTkjjc6iu9_n,https://github.com/jax-ml/jax/pull/30840,closed,merged,2025-08-08T09:45:24Z,2025-08-08T10:48:10Z,2025-08-08T10:48:09Z,2025-08-08T10:48:09Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,31126,PR_kwDOCTkjjc6kJDIV,https://github.com/jax-ml/jax/pull/31126,closed,closed_unmerged,2025-08-18T16:16:12Z,2026-02-18T00:23:16Z,2026-02-18T00:23:15Z,,copybara-service[bot],Bot,NONE,automation_bot,,no,,1,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,31208,PR_kwDOCTkjjc6klNBR,https://github.com/jax-ml/jax/pull/31208,closed,merged,2025-08-20T22:28:45Z,2025-08-21T06:51:49Z,2025-08-21T06:51:48Z,2025-08-21T06:51:48Z,davisyoshida,User,COLLABORATOR,human_account,,no,,0,kokoro:force-run|pull ready,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
17,jax-ml/jax,traditional,model_infra,supporting_infrastructure,pull_request,31333,PR_kwDOCTkjjc6lbjCE,https://github.com/jax-ml/jax/pull/31333,closed,merged,2025-08-26T14:53:58Z,2025-08-26T15:43:56Z,2025-08-26T15:43:55Z,2025-08-26T15:43:55Z,copybara-service[bot],Bot,NONE,automation_bot,,no,,0,,5453,50,0.00916926,109.06,25705,31452,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:20:34.359212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,pull_request,165,PR_kwDOOCjvss6Ourov,https://github.com/ai-dynamo/dynamo/pull/165,closed,merged,2025-03-14T21:00:44Z,2025-03-14T21:23:50Z,2025-03-14T21:23:49Z,2025-03-14T21:23:49Z,tedzhouhk,User,CONTRIBUTOR,human_account,,no,,2,,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,pull_request,204,PR_kwDOOCjvss6O2VM1,https://github.com/ai-dynamo/dynamo/pull/204,closed,merged,2025-03-17T03:31:37Z,2025-03-17T03:58:06Z,2025-03-17T03:58:06Z,2025-03-17T03:58:06Z,rmccorm4,User,CONTRIBUTOR,human_account,,no,,0,,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,pull_request,247,PR_kwDOOCjvss6PAuk0,https://github.com/ai-dynamo/dynamo/pull/247,closed,closed_unmerged,2025-03-18T00:12:15Z,2025-03-18T00:18:19Z,2025-03-18T00:18:19Z,,harryskim,User,CONTRIBUTOR,human_account,,no,,0,,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,issue,311,I_kwDOOCjvss6u6tXU,https://github.com/ai-dynamo/dynamo/issues/311,closed,closed,2025-03-20T09:08:27Z,2025-03-20T10:33:24Z,2025-03-20T10:33:23Z,,llc-kc,User,NONE,human_account,,no,,2,,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,pull_request,323,PR_kwDOOCjvss6Phyyo,https://github.com/ai-dynamo/dynamo/pull/323,closed,closed_unmerged,2025-03-20T21:02:58Z,2025-03-20T21:03:43Z,2025-03-20T21:03:43Z,,PeaBrane,User,CONTRIBUTOR,human_account,,no,,1,,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,issue,326,I_kwDOOCjvss6vDjS-,https://github.com/ai-dynamo/dynamo/issues/326,closed,closed,2025-03-21T00:31:10Z,2025-04-01T17:31:40Z,2025-04-01T17:31:40Z,,ishandhanani,User,CONTRIBUTOR,human_account,,no,,0,documentation,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,pull_request,338,PR_kwDOOCjvss6PlwJD,https://github.com/ai-dynamo/dynamo/pull/338,closed,merged,2025-03-21T09:51:30Z,2025-03-21T16:40:03Z,2025-03-21T16:40:03Z,2025-03-21T16:40:03Z,zhaohaidao,User,CONTRIBUTOR,human_account,,no,,2,external-contribution,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,issue,392,I_kwDOOCjvss6vpLIn,https://github.com/ai-dynamo/dynamo/issues/392,closed,closed,2025-03-25T14:49:30Z,2025-05-27T22:48:24Z,2025-05-27T22:48:24Z,,kandakji,User,NONE,human_account,,no,,6,bug,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,pull_request,412,PR_kwDOOCjvss6QSn8d,https://github.com/ai-dynamo/dynamo/pull/412,closed,closed_unmerged,2025-03-27T01:14:25Z,2026-07-22T22:31:57Z,2025-06-07T05:40:17Z,,hutm,User,CONTRIBUTOR,human_account,,no,,2,,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,issue,571,I_kwDOOCjvss6x0jrh,https://github.com/ai-dynamo/dynamo/issues/571,closed,closed,2025-04-09T16:36:52Z,2026-02-25T00:00:52Z,2026-02-25T00:00:52Z,,grahamking,User,CONTRIBUTOR,human_account,,no,,1,backlog|dynamo-llm|enhancement|language::rust,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,issue,652,I_kwDOOCjvss6yUvve,https://github.com/ai-dynamo/dynamo/issues/652,closed,closed,2025-04-14T03:32:44Z,2025-04-16T13:33:37Z,2025-04-16T13:33:37Z,,larryyu1285,User,NONE,human_account,,no,,2,bug,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,issue,762,I_kwDOOCjvss6zWUKC,https://github.com/ai-dynamo/dynamo/issues/762,closed,closed,2025-04-21T18:00:21Z,2026-02-14T09:22:42Z,2026-02-14T09:22:42Z,,harryskim,User,CONTRIBUTOR,human_account,,no,,23,roadmap,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,pull_request,823,PR_kwDOOCjvss6T21Ku,https://github.com/ai-dynamo/dynamo/pull/823,closed,merged,2025-04-25T04:38:53Z,2025-04-25T04:41:36Z,2025-04-25T04:39:15Z,2025-04-25T04:39:15Z,ishandhanani,User,CONTRIBUTOR,human_account,,no,,1,size/XXL,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,pull_request,855,PR_kwDOOCjvss6UIYSt,https://github.com/ai-dynamo/dynamo/pull/855,closed,closed_unmerged,2025-04-28T09:05:31Z,2026-04-14T13:15:11Z,2025-08-14T13:59:24Z,,wxsms,User,CONTRIBUTOR,human_account,,no,,6,Stale|external-contribution|feat|size/M,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
18,ai-dynamo/dynamo,llm_native,model_infra,supporting_infrastructure,pull_request,981,PR_kwDOOCjvss6VQ22H,https://github.com/ai-dynamo/dynamo/pull/981,closed,merged,2025-05-07T12:19:03Z,2026-04-14T13:15:23Z,2025-05-07T15:13:58Z,2025-05-07T15:13:58Z,ptarasiewiczNV,User,CONTRIBUTOR,human_account,,no,,2,size/M,2784,50,0.01795977,55.68,1,2800,262925,annual_uniform_issue_number_rejection_sample,2026-09-02T07:21:05.548212+00:00
