study_stage,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,html_url,outcome,created_at,closed_at,merged_at,author_login,author_association,opener_class,explicit_ai_assistance_disclosure,known_automation_bot_present,agent_participation_present,coding_agent_present,review_agent_present,support_or_security_agent_present,conventional_automation_present,agent_participation_opened_thread,agent_participation_response_present,agent_review_event_present,human_account_review_event_present,maintainer_account_review_event_present,agent_change_request_present,human_account_change_request_present,agent_gate_event_present,agent_visible_events,identity_candidate_present,human_account_present_any,human_account_present_in_conversation,maintainer_account_present,automation_only_visible_thread,response_only_automation,no_human_account_response,no_maintainer_account_response,visible_response_events,comments,reviews,changes_requested_reviews,review_observed,first_review_actor_group,post_review_commit_observed,change_request_observed,change_request_followed_by_commit,conversation_actor_count,conversation_class_switches,first_visible_response_hours,first_human_account_response_hours,first_maintainer_account_response_hours,commits,commits_after_first_review,gate_actor_login,gate_actor_class,gate_actor_role,gate_actor_association,human_account_gate,maintainer_account_gate,agent_gate,external_author,fixed_maturity_eligible,resolution_days,sampling_weight
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,64823,https://github.com/ray-project/ray/pull/64823,merged,2026-07-16T21:38:04Z,2026-07-22T18:48:30Z,2026-07-22T18:48:29Z,Sparks0219,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,no,yes,yes,no,no,no,no,yes,9,9,3,0,yes,agent,yes,no,no,4,2,0.027,18.89,,6,5,Sparks0219,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,no,5.882,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,63358,https://github.com/ray-project/ray/pull/63358,merged,2026-05-15T03:52:18Z,2026-05-18T19:38:20Z,2026-05-18T19:38:20Z,dstrodtman,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,3,no,yes,yes,yes,no,no,no,no,4,3,2,0,yes,agent,no,no,no,3,2,0.028,87.747,87.747,1,0,elliot-barn,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,3.657,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,65342,https://github.com/ray-project/ray/pull/65342,merged,2026-08-10T20:53:48Z,2026-08-14T10:06:19Z,2026-08-14T10:06:19Z,dstrodtman,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,1,no,yes,yes,yes,no,no,no,no,4,0,4,0,yes,agent,yes,no,no,4,2,0.023,17.872,75.998,2,1,dstrodtman,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,no,3.55,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,62242,https://github.com/ray-project/ray/pull/62242,merged,2026-03-31T20:56:35Z,2026-04-01T05:58:47Z,2026-04-01T05:58:47Z,rayhhome,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,4,no,yes,yes,yes,no,no,no,no,17,21,6,0,yes,agent,yes,no,no,5,2,0.049,0.754,0.754,7,6,bveeramani,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.377,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,61129,https://github.com/ray-project/ray/pull/61129,merged,2026-02-18T02:13:40Z,2026-02-18T21:07:54Z,2026-02-18T21:07:54Z,aslonnie,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,3,no,yes,yes,no,no,no,no,yes,4,1,3,0,yes,agent,yes,no,no,4,2,0.017,15.032,,3,3,aslonnie,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.788,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,63396,https://github.com/ray-project/ray/pull/63396,merged,2026-05-16T06:03:05Z,2026-05-29T17:12:31Z,2026-05-29T17:12:31Z,jeffreywang88,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,3,no,yes,yes,yes,no,no,no,no,9,11,6,0,yes,agent,yes,no,no,5,4,0.028,58.836,58.836,13,12,elliot-barn,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,13.465,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,60834,https://github.com/ray-project/ray/pull/60834,merged,2026-02-07T12:22:10Z,2026-02-09T20:13:02Z,2026-02-09T20:13:02Z,machichima,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,8,no,yes,yes,yes,no,no,no,no,10,6,4,0,yes,agent,yes,no,no,5,2,0.024,35.784,35.784,3,2,edoakes,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,2.327,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,62598,https://github.com/ray-project/ray/pull/62598,closed,2026-04-14T06:53:47Z,2026-04-16T14:36:20Z,,WFY123wfy,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,1,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,,no,no,no,2,1,0.001,,,1,0,WFY123wfy,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,2.321,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,64337,https://github.com/ray-project/ray/pull/64337,merged,2026-06-25T08:57:55Z,2026-06-25T22:29:28Z,2026-06-25T22:29:28Z,fuxi611,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,2,no,yes,yes,no,no,no,no,yes,3,2,2,0,yes,agent,yes,no,no,3,2,0.015,11.957,,1,1,kouroshHakha,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,no,0.564,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,62282,https://github.com/ray-project/ray/pull/62282,closed,2026-04-01T21:17:48Z,2026-04-30T12:49:11Z,,Sparks0219,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,3,no,yes,yes,no,no,yes,yes,yes,5,3,2,0,yes,agent,no,no,no,4,1,0.087,,,1,0,github-actions[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,yes,28.647,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,61120,https://github.com/ray-project/ray/pull/61120,merged,2026-02-17T22:41:21Z,2026-02-18T04:40:52Z,2026-02-18T04:40:52Z,eicherseiji,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,2,no,yes,yes,no,no,no,no,yes,3,2,2,0,yes,agent,yes,no,no,3,2,0.024,5.905,,2,1,abrarsheikh,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.25,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,64088,https://github.com/ray-project/ray/pull/64088,merged,2026-06-14T13:51:05Z,2026-07-15T18:02:53Z,2026-07-15T18:02:53Z,antoine-galataud,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,4,no,yes,yes,yes,no,no,no,no,8,4,4,1,yes,agent,yes,yes,yes,6,2,0.014,358.588,358.588,7,6,ArturNiederfahrenhorst,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,no,31.175,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,59818,https://github.com/ray-project/ray/pull/59818,merged,2026-01-02T20:54:59Z,2026-01-02T22:23:52Z,2026-01-02T22:23:52Z,alexeykudinkin,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,5,no,yes,yes,yes,no,no,no,no,12,5,7,0,yes,agent,yes,no,no,7,2,0.016,0.319,0.576,5,1,bveeramani,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.062,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,64519,https://github.com/ray-project/ray/pull/64519,merged,2026-07-02T20:32:01Z,2026-07-18T02:13:41Z,2026-07-18T02:13:41Z,kyuds,MEMBER,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,9,no,yes,yes,yes,no,no,no,yes,25,16,11,0,yes,agent,yes,no,no,5,6,0.023,343.156,,12,10,richardliaw,human_account,not_automation,CONTRIBUTOR,yes,no,no,no,no,15.237,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,63287,https://github.com/ray-project/ray/pull/63287,merged,2026-05-12T00:12:22Z,2026-05-15T19:22:26Z,2026-05-15T19:22:26Z,liulehui,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,4,no,yes,yes,no,no,no,no,yes,15,10,7,1,yes,agent,yes,yes,yes,6,4,0.092,20.593,,7,7,justinvyu,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,3.799,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,60994,https://github.com/ray-project/ray/pull/60994,open,2026-02-12T00:53:18Z,,,khluu,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,10,no,yes,yes,no,no,yes,yes,yes,11,10,1,0,yes,agent,no,no,no,3,1,0.02,,,1,0,,,,,no,no,no,yes,yes,,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,63683,https://github.com/ray-project/ray/pull/63683,closed,2026-05-27T23:31:25Z,2026-06-26T01:20:01Z,,Anner-deJong,NONE,human_account,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,10,no,yes,yes,no,no,yes,yes,yes,12,13,4,0,yes,agent,yes,no,no,4,3,0.015,,,1,1,github-actions[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,yes,29.075,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,60826,https://github.com/ray-project/ray/pull/60826,merged,2026-02-07T06:01:27Z,2026-02-10T22:53:42Z,2026-02-10T22:53:42Z,rueian,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,4,no,yes,yes,yes,no,no,no,no,13,10,5,0,yes,agent,yes,no,no,6,2,0.024,42.156,42.156,3,2,MengjinYan,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,3.703,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,issue,63591,https://github.com/ray-project/ray/issues/63591,closed,2026-05-22T02:01:12Z,2026-05-22T02:02:54Z,,xinyuangui2,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,1,0,0,no,,no,no,no,1,0,,,,0,0,xinyuangui2,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.001,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,63073,https://github.com/ray-project/ray/pull/63073,open,2026-05-01T17:09:01Z,,,vaishdho1,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,17,no,yes,yes,no,no,no,no,yes,45,61,13,0,yes,agent,yes,no,no,6,12,0.03,960.091,,14,13,,,,,no,no,no,yes,yes,,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,64995,https://github.com/ray-project/ray/pull/64995,closed,2026-07-24T19:05:56Z,2026-08-22T12:24:48Z,,alimaazamat,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,1,no,yes,yes,no,no,yes,yes,yes,3,2,1,0,yes,agent,no,no,no,3,1,0.02,,,1,0,github-actions[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,no,28.721,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,62454,https://github.com/ray-project/ray/pull/62454,merged,2026-04-09T02:58:51Z,2026-04-15T18:06:10Z,2026-04-15T18:06:10Z,elliot-barn,COLLABORATOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,10,no,yes,yes,yes,no,no,no,yes,12,7,5,0,yes,agent,yes,no,no,5,2,0.021,147.388,,6,5,aslonnie,human_account,not_automation,CONTRIBUTOR,yes,no,no,no,yes,6.63,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,65363,https://github.com/ray-project/ray/pull/65363,merged,2026-08-11T08:10:00Z,2026-08-24T18:15:26Z,2026-08-24T18:15:26Z,xubo245,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,1,no,yes,yes,yes,no,no,no,no,6,1,5,0,yes,agent,yes,no,no,6,2,0.043,11.874,11.874,3,2,rueian,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,no,13.42,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,62038,https://github.com/ray-project/ray/pull/62038,closed,2026-03-25T00:19:52Z,2026-04-22T12:38:46Z,,zhangyang0418,NONE,human_account,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,1,no,yes,yes,no,no,yes,yes,yes,3,2,1,0,yes,agent,no,no,no,3,1,0.028,,,1,0,github-actions[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,yes,28.513,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,60978,https://github.com/ray-project/ray/pull/60978,closed,2026-02-11T19:32:41Z,2026-02-19T00:31:10Z,,ZacAttack,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,3,no,yes,yes,no,no,yes,yes,yes,3,2,1,0,yes,agent,yes,no,no,2,1,0.058,,,15,1,ZacAttack,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,7.207,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,65074,https://github.com/ray-project/ray/pull/65074,merged,2026-07-28T10:36:56Z,2026-08-12T07:15:22Z,2026-08-12T07:15:22Z,chipspeak,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,3,no,yes,yes,yes,no,no,no,no,35,30,9,0,yes,agent,yes,no,no,6,2,22.387,144.437,350.919,15,15,andrewsykim,human_account,not_automation,MEMBER,yes,yes,no,yes,no,14.86,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,61033,https://github.com/ray-project/ray/pull/61033,merged,2026-02-12T23:57:06Z,2026-02-23T06:37:07Z,2026-02-23T06:37:07Z,rueian,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,1,no,yes,yes,no,no,no,no,yes,2,1,2,0,yes,agent,yes,no,no,3,2,0.018,246.654,,1,1,MengjinYan,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,10.278,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,64227,https://github.com/ray-project/ray/pull/64227,open,2026-06-19T23:38:42Z,,,dependabot[bot],CONTRIBUTOR,automation_bot,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,no,no,no,yes,yes,yes,yes,1,1,0,0,no,,no,no,no,2,0,349.032,,,1,0,,,,,no,no,no,yes,no,,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,63567,https://github.com/ray-project/ray/pull/63567,closed,2026-05-21T04:27:17Z,2026-07-23T00:53:54Z,,leviathan12345695,NONE,human_account,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,no,yes,yes,no,no,no,no,yes,10,10,3,0,yes,agent,yes,no,no,4,3,0.098,605.933,,2,2,github-actions[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,yes,62.852,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,issue,62811,https://github.com/ray-project/ray/issues/62811,closed,2026-04-21T02:38:15Z,2026-05-17T22:46:34Z,,ankushbbbr,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,0,0,edoakes,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,26.839,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,issue,65367,https://github.com/ray-project/ray/issues/65367,open,2026-08-11T12:25:04Z,,,hacchoomiso,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,3,0,0,no,,no,no,no,3,0,2.676,2.676,83.774,0,0,,,,,no,no,no,yes,no,,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,63165,https://github.com/ray-project/ray/pull/63165,closed,2026-05-06T21:14:18Z,2026-05-07T11:05:41Z,,dependabot[bot],CONTRIBUTOR,automation_bot,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,no,no,no,yes,unknown,yes,yes,0,1,0,0,no,,no,no,no,1,0,,,,1,0,dependabot[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,yes,0.577,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,issue,60698,https://github.com/ray-project/ray/issues/60698,closed,2026-02-03T05:06:00Z,2026-02-11T19:21:51Z,,bveeramani,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,yes,2,3,0,0,no,,no,no,no,3,0,0.08,0.08,,0,0,bveeramani,human_account,not_automation,MEMBER,yes,yes,no,no,yes,8.594,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,issue,63838,https://github.com/ray-project/ray/issues/63838,open,2026-06-03T22:17:23Z,,,goutamvenkat-anyscale,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,10,12,0,0,no,,no,no,no,4,0,7.115,7.115,,0,0,,,,,no,no,no,yes,no,,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,60239,https://github.com/ray-project/ray/pull/60239,closed,2026-01-16T20:56:39Z,2026-01-16T21:07:03Z,,pushpavanthar,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,8,no,yes,yes,no,no,yes,yes,yes,8,6,2,0,yes,agent,yes,no,no,3,1,0.023,,,8,1,pushpavanthar,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.007,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,64602,https://github.com/ray-project/ray/pull/64602,merged,2026-07-08T16:31:45Z,2026-08-05T19:31:48Z,2026-08-05T19:31:48Z,rueian,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,12,no,yes,yes,no,no,no,no,yes,31,39,8,0,yes,agent,yes,no,no,5,6,0.416,367.598,,27,20,rueian,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,no,28.125,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,62948,https://github.com/ray-project/ray/pull/62948,merged,2026-04-26T03:52:54Z,2026-05-14T20:25:39Z,2026-05-14T20:25:38Z,owenowenisme,MEMBER,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,5,no,yes,yes,yes,no,no,no,yes,17,11,7,0,yes,agent,yes,no,no,5,6,0.022,96.941,,11,11,edoakes,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,18.689,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,60503,https://github.com/ray-project/ray/pull/60503,closed,2026-01-26T18:33:25Z,2026-01-27T17:47:43Z,,andrew-anyscale,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,1,no,yes,yes,no,no,yes,yes,yes,1,4,1,0,yes,agent,yes,no,no,2,2,0.026,,,1,1,andrew-anyscale,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.968,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,60672,https://github.com/ray-project/ray/pull/60672,merged,2026-02-02T17:25:15Z,2026-02-02T18:26:46Z,2026-02-02T18:26:46Z,aslonnie,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,4,no,yes,yes,no,no,no,no,yes,5,3,3,0,yes,agent,no,no,no,4,2,0.018,0.097,,1,0,aslonnie,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.043,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,61905,https://github.com/ray-project/ray/pull/61905,merged,2026-03-20T08:48:57Z,2026-04-08T18:47:33Z,2026-04-08T18:47:33Z,dragongu,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,7,no,yes,yes,yes,no,no,no,no,11,5,6,0,yes,agent,yes,no,no,5,5,0.045,415.945,415.945,4,4,edoakes,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,19.416,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,59835,https://github.com/ray-project/ray/pull/59835,merged,2026-01-04T15:39:11Z,2026-01-04T20:27:19Z,2026-01-04T20:27:19Z,aslonnie,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,1,no,yes,yes,no,no,no,no,yes,2,0,2,0,yes,agent,yes,no,no,3,2,0.041,0.06,,1,1,aslonnie,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.2,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,65493,https://github.com/ray-project/ray/pull/65493,closed,2026-08-14T23:42:13Z,2026-08-14T23:42:35Z,,win5923,MEMBER,human_account,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,1,no,yes,yes,yes,no,yes,yes,yes,1,1,0,0,no,,no,no,no,2,1,0.002,,,1,0,win5923,human_account,not_automation,MEMBER,yes,yes,no,no,no,0.0,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,61247,https://github.com/ray-project/ray/pull/61247,merged,2026-02-23T05:57:16Z,2026-03-02T08:01:26Z,2026-03-02T08:01:26Z,sampan-s-nayak,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,2,no,yes,yes,yes,no,no,no,no,5,3,3,0,yes,agent,yes,no,no,4,2,0.091,169.318,170.068,6,5,edoakes,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,7.086,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,65135,https://github.com/ray-project/ray/pull/65135,closed,2026-07-30T18:34:56Z,2026-08-28T03:23:12Z,,rohitsalla,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,yes,yes,yes,2,2,0,0,no,,no,no,no,2,1,342.072,,,1,0,github-actions[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,no,28.367,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,64038,https://github.com/ray-project/ray/pull/64038,merged,2026-06-11T18:34:25Z,2026-06-17T00:33:42Z,2026-06-17T00:33:42Z,ayushk7102,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,6,no,yes,yes,no,no,no,no,yes,7,6,3,0,yes,agent,yes,no,no,4,3,0.017,3.861,,7,5,goutamvenkat-anyscale,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,no,5.25,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,63687,https://github.com/ray-project/ray/pull/63687,merged,2026-05-28T04:31:06Z,2026-05-28T22:56:26Z,2026-05-28T22:56:26Z,liujp,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,4,no,yes,yes,yes,no,no,no,no,5,2,3,0,yes,agent,yes,no,no,4,2,0.016,18.421,18.421,3,3,edoakes,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.768,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,62638,https://github.com/ray-project/ray/pull/62638,closed,2026-04-15T16:56:17Z,2026-04-15T16:56:26Z,,elliot-barn,COLLABORATOR,human_account,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,7,no,yes,yes,yes,no,yes,yes,yes,7,6,1,0,yes,agent,no,no,no,2,1,0.046,,,11,0,elliot-barn,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.0,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,issue,65416,https://github.com/ray-project/ray/issues/65416,closed,2026-08-12T07:26:08Z,2026-08-22T02:39:11Z,,rakeshkhetwal,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,0,0,rueian,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,no,9.801,1
,,,23,ray-project/ray,traditional,model_infra,supporting_infrastructure,pull_request,64872,https://github.com/ray-project/ray/pull/64872,closed,2026-07-20T06:29:12Z,2026-08-18T13:06:42Z,,abhishekverma-ray,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,16,no,yes,yes,no,no,yes,yes,yes,18,26,4,0,yes,agent,yes,no,no,4,3,18.551,,,1,1,github-actions[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,no,29.276,1
,,,24,apache/spark,traditional,model_infra,supporting_infrastructure,pull_request,54302,https://github.com/apache/spark/pull/54302,closed,2026-02-13T03:14:09Z,2026-02-13T09:00:27Z,,viirya,MEMBER,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,2,0,0,no,,no,no,no,1,0,,,,1,0,viirya,human_account,not_automation,MEMBER,yes,yes,no,no,yes,0.24,1
,,,24,apache/spark,traditional,model_infra,supporting_infrastructure,pull_request,55568,https://github.com/apache/spark/pull/55568,closed,2026-04-27T18:58:28Z,2026-05-06T17:49:17Z,,gengliangwang,MEMBER,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,1,0,0,no,,no,no,no,1,0,,,,6,0,gengliangwang,human_account,not_automation,MEMBER,yes,yes,no,no,yes,8.952,1
,,,24,apache/spark,traditional,model_infra,supporting_infrastructure,pull_request,54608,https://github.com/apache/spark/pull/54608,closed,2026-03-04T00:11:57Z,2026-03-04T16:14:19Z,,ilicmarkodb,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,4,1,3,0,yes,github_user,no,no,no,4,0,11.659,11.659,,1,0,cloud-fan,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.668,1
