sample_rank,repo_name,path,signal,matched_text,context,html_url,blob_sha,collected_at
52,NVIDIA-NeMo/RL,CONTRIBUTING.md,invites_external_contribution,Create a pull request,"signing-your-work) for details. 8. **Push to your fork**: ```bash git push origin your-feature-name ``` 9. **Create a pull request** from your fork's branch to the main repository's `main` branch through the GitHub web interface. For example, if your GitHub username is `terrykong` and your feature branch is `",https://github.com/NVIDIA-NeMo/RL/blob/46dfb92fb5ceed5b2d593d652361b10d0acc6ef6/CONTRIBUTING.md,3d3270eed0f5736848f77d2fcbea81637027b5f9,2026-08-29T10:15:59.669107+00:00
52,NVIDIA-NeMo/RL,CONTRIBUTING.md,requires_cla_or_dco,DCO,"ppend the following to your commit message: ``` Signed-off-by: Your Name <your@email.com> ``` * Full text of the DCO: ``` Developer Certificate of Origin Version 1.1 Copyright (C) 2004, 2006 The Linux Foundation and its contributors. Everyone is permitted to copy and distribute verb",https://github.com/NVIDIA-NeMo/RL/blob/46dfb92fb5ceed5b2d593d652361b10d0acc6ef6/CONTRIBUTING.md,3d3270eed0f5736848f77d2fcbea81637027b5f9,2026-08-29T10:15:59.669107+00:00
52,NVIDIA-NeMo/RL,CONTRIBUTING.md,requires_cla_or_dco,Signed-off-by,"```bash $ git commit -s -m ""Add cool feature."" ``` This will append the following to your commit message: ``` Signed-off-by: Your Name <your@email.com> ``` * Full text of the DCO: ``` Developer Certificate of Origin Version 1.1 Copyright (C) 2004, 2006 The Linux Foundation and its contribu",https://github.com/NVIDIA-NeMo/RL/blob/46dfb92fb5ceed5b2d593d652361b10d0acc6ef6/CONTRIBUTING.md,3d3270eed0f5736848f77d2fcbea81637027b5f9,2026-08-29T10:15:59.669107+00:00
52,NVIDIA-NeMo/RL,README.md,invites_external_contribution,We welcome contributions,"github.com/volcengine/verl), [SkyRL](https://github.com/NovaSky-AI/SkyRL) and [ROLL](https://github.com/alibaba/ROLL). We welcome contributions to NeMo RL! Please see our [Contributing Guidelines](https://github.com/NVIDIA-NeMo/RL/blob/main/CONTRIBUTING.md) for more information on how to get involved. ## Licenses NVIDIA",https://github.com/NVIDIA-NeMo/RL/blob/46dfb92fb5ceed5b2d593d652361b10d0acc6ef6/README.md,b91fad9a5453c817884803bdec3f82b85e63f01e,2026-08-29T10:15:59.669107+00:00
53,pydantic/pydantic-ai,CONTRIBUTING.md,preapproval_or_issue_first,open an issue first,"o issue needed. ### Bug fixes If the fix could reasonably go more than one way, or you're unsure it's actually a bug: open an issue first. Include a minimal reproducible example and ideally a [Logfire trace link](https://logfire.pydantic.dev/) showing the problem. For well-scoped bugs, we may generate a fix internal",https://github.com/pydantic/pydantic-ai/blob/6aee1c09bd065725ff14f21a15f731b0c3c88e0c/CONTRIBUTING.md,d0fcfe91ade3e9250f5728db249232051929284d,2026-08-29T10:16:01.095795+00:00
53,pydantic/pydantic-ai,docs/contributing.md,preapproval_or_issue_first,open an issue first,"o issue needed. ### Bug fixes If the fix could reasonably go more than one way, or you're unsure it's actually a bug: open an issue first. Include a minimal reproducible example and ideally a [Logfire trace link](https://logfire.pydantic.dev/) showing the problem. For well-scoped bugs, we may generate a fix internal",https://github.com/pydantic/pydantic-ai/blob/6aee1c09bd065725ff14f21a15f731b0c3c88e0c/docs/contributing.md,e88119352eba94c0039622822e1d0ee15d3a510b,2026-08-29T10:16:01.095795+00:00
54,google-gemini/gemini-cli,CONTRIBUTING.md,closed_to_external_pr,not accept pull requests,"rk on. If an issue is tagged as `🔒Maintainers only`, this means it is reserved for project maintainers. We will not accept pull requests related to these issues. In the near future, we will explicitly mark issues looking for contributions using the `help-wanted` label. If you believe an issue is a good cand",https://github.com/google-gemini/gemini-cli/blob/0bd1d439751478771c45d3d0895a6a9760554bf4/CONTRIBUTING.md,de43641f6737cdcb95128d4f7e98bacc145adb8c,2026-08-29T10:16:03.433551+00:00
54,google-gemini/gemini-cli,CONTRIBUTING.md,invites_external_contribution,Open a pull request,"*Make your changes** in the `packages/` directory. 4. **Ensure all checks pass** by running `npm run preflight`. 5. **Open a pull request** with your changes. ### Code reviews All submissions, including submissions by project members, require review. We use [GitHub pull requests](https://docs.github.com/articles/a",https://github.com/google-gemini/gemini-cli/blob/0bd1d439751478771c45d3d0895a6a9760554bf4/CONTRIBUTING.md,de43641f6737cdcb95128d4f7e98bacc145adb8c,2026-08-29T10:16:03.433551+00:00
54,google-gemini/gemini-cli,CONTRIBUTING.md,requires_cla_or_dco,Contributor License Agreement,te documentation to Gemini CLI. We're looking forward to seeing your contributions! ## Before you begin ### Sign our Contributor License Agreement Contributions to this project must be accompanied by a [Contributor License Agreement](https://cla.developers.google.com/about) (CLA). You (or your employer) retain the copyright,https://github.com/google-gemini/gemini-cli/blob/0bd1d439751478771c45d3d0895a6a9760554bf4/CONTRIBUTING.md,de43641f6737cdcb95128d4f7e98bacc145adb8c,2026-08-29T10:16:03.433551+00:00
54,google-gemini/gemini-cli,README.md,invites_external_contribution,We welcome contributions,"Server Integration guide](https://www.geminicli.com/docs/tools/mcp-server) for setup instructions. ## 🤝 Contributing We welcome contributions! Gemini CLI is fully open source (Apache 2.0), and we encourage the community to: - Report bugs and suggest features. - Improve documentation. - Submit code improvements. - Share",https://github.com/google-gemini/gemini-cli/blob/0bd1d439751478771c45d3d0895a6a9760554bf4/README.md,20813de3eb3e5db49a6345e969f08c32b57e76c9,2026-08-29T10:16:03.433551+00:00
54,google-gemini/gemini-cli,README.md,invites_external_contribution,open pull request,Configure MCP servers in `~/.gemini/settings.json` to extend Gemini CLI with custom tools: ```text > @github List my open pull requests > @slack Send a summary of today's commits to #dev channel > @database Run a query to find inactive users ``` See the [MCP Server Integration guide](https://www.geminicli.com/do,https://github.com/google-gemini/gemini-cli/blob/0bd1d439751478771c45d3d0895a6a9760554bf4/README.md,20813de3eb3e5db49a6345e969f08c32b57e76c9,2026-08-29T10:16:03.433551+00:00
54,google-gemini/gemini-cli,docs/CONTRIBUTING.md,closed_to_external_pr,not accept pull requests,"rk on. If an issue is tagged as `🔒Maintainers only`, this means it is reserved for project maintainers. We will not accept pull requests related to these issues. In the near future, we will explicitly mark issues looking for contributions using the `help-wanted` label. If you believe an issue is a good cand",https://github.com/google-gemini/gemini-cli/blob/0bd1d439751478771c45d3d0895a6a9760554bf4/docs/CONTRIBUTING.md,44fcc63439371c8c829df00eec6aedbdc4d0e4cd,2026-08-29T10:16:03.433551+00:00
54,google-gemini/gemini-cli,docs/CONTRIBUTING.md,invites_external_contribution,Open a pull request,"*Make your changes** in the `packages/` directory. 4. **Ensure all checks pass** by running `npm run preflight`. 5. **Open a pull request** with your changes. ### Code reviews All submissions, including submissions by project members, require review. We use [GitHub pull requests](https://docs.github.com/articles/a",https://github.com/google-gemini/gemini-cli/blob/0bd1d439751478771c45d3d0895a6a9760554bf4/docs/CONTRIBUTING.md,44fcc63439371c8c829df00eec6aedbdc4d0e4cd,2026-08-29T10:16:03.433551+00:00
54,google-gemini/gemini-cli,docs/CONTRIBUTING.md,requires_cla_or_dco,Contributor License Agreement,te documentation to Gemini CLI. We're looking forward to seeing your contributions! ## Before you begin ### Sign our Contributor License Agreement Contributions to this project must be accompanied by a [Contributor License Agreement](https://cla.developers.google.com/about) (CLA). You (or your employer) retain the copyright,https://github.com/google-gemini/gemini-cli/blob/0bd1d439751478771c45d3d0895a6a9760554bf4/docs/CONTRIBUTING.md,44fcc63439371c8c829df00eec6aedbdc4d0e4cd,2026-08-29T10:16:03.433551+00:00
55,apache/iceberg,CONTRIBUTING.md,requires_cla_or_dco,contributor license agreement,<!-- - Licensed to the Apache Software Foundation (ASF) under one - or more contributor license agreements. See the NOTICE file - distributed with this work for additional information - regarding copyright ownership. The ASF licenses this file - to you under the Apache License,https://github.com/apache/iceberg/blob/0abea5bc1aa5cfa5919805b43574916833b5a371/CONTRIBUTING.md,49f803cbf3ad23dde1990e5f95535442c1d4268b,2026-08-29T10:16:05.538266+00:00
55,apache/iceberg,README.md,requires_cla_or_dco,contributor license agreement,<!-- - Licensed to the Apache Software Foundation (ASF) under one - or more contributor license agreements. See the NOTICE file - distributed with this work for additional information - regarding copyright ownership. The ASF licenses this file - to you under the Apache License,https://github.com/apache/iceberg/blob/0abea5bc1aa5cfa5919805b43574916833b5a371/README.md,238a75e0b4304273f82604f0c4c4d551b8767a3d,2026-08-29T10:16:05.538266+00:00
57,wandb/wandb,CONTRIBUTING.md,invites_external_contribution,welcome contributions,"o.svg"" width=""600"" alt=""Weights & Biases"" /> </p> # Contributing to `wandb` We at Weights & Biases ❤️ open source and welcome contributions from the community! This guide discusses the development workflow of the `wandb` library. ### Table of Contents <!-- ToC was generated with https://ecotrust-canada.github.io/mar",https://github.com/wandb/wandb/blob/6f309f86d90a88b7dfe407958305bdefd82138fa/CONTRIBUTING.md,5edecf782aa6078d98efe54e6e10c172d6842f18,2026-08-29T10:16:07.539815+00:00
57,wandb/wandb,README.md,invites_external_contribution,we welcome contributions,"s minor version number to reflect this change. &nbsp; # Contribution guidelines Weights & Biases ❤️ open source, and we welcome contributions from the community! See the [Contribution Guide](./CONTRIBUTING.md) and the [docs/ directory](./docs) for more information on the development workflow and the internals of the wan",https://github.com/wandb/wandb/blob/6f309f86d90a88b7dfe407958305bdefd82138fa/README.md,7c54ec3708098a52e5c4036f3ff98c5a7555c4e0,2026-08-29T10:16:07.539815+00:00
58,agno-agi/agno,.github/pull_request_template.md,invites_external_contribution,open pull request,"ent - [ ] Tests added/updated (if applicable) ### Duplicate and AI-Generated PR Check - [ ] I have searched existing [open pull requests](../../pulls) and confirmed that no other PR already addresses this issue - [ ] If a similar PR exists, I have explained below why this PR is a better approach - [ ] Check if thi",https://github.com/agno-agi/agno/blob/c96291cbd0f644774d48a398c30101e90c947354/.github/pull_request_template.md,3a9021c2b942b05e6fadd03913a2c6c54252fff8,2026-08-29T10:16:08.828733+00:00
58,agno-agi/agno,CONTRIBUTING.md,invites_external_contribution,we welcome contributions,# Contributing to agno Agno is an open-source project and we welcome contributions. ## 👩‍💻 How to contribute Please follow the [fork and pull request](https://docs.github.com/en/get-started/quickstart/contributing-to-projects) workflow: - Fork the repository.,https://github.com/agno-agi/agno/blob/c96291cbd0f644774d48a398c30101e90c947354/CONTRIBUTING.md,92504ea9169c1dd3cd4d45afeef3c7ac3279bad7,2026-08-29T10:16:08.828733+00:00
58,agno-agi/agno,CONTRIBUTING.md,invites_external_contribution,open pull request,"ample: `This PR fixes #42 by implementing the new login flow.` 3. **No Duplicate PRs:** Before submitting, search the [open pull requests](https://github.com/agno-agi/agno/pulls) to confirm no one else is already working on the same issue. If a similar PR exists, explain in your description why your approach is bet",https://github.com/agno-agi/agno/blob/c96291cbd0f644774d48a398c30101e90c947354/CONTRIBUTING.md,92504ea9169c1dd3cd4d45afeef3c7ac3279bad7,2026-08-29T10:16:08.828733+00:00
59,Kilo-Org/kilocode,README.md,invites_external_contribution,Contributions are welcome,"Documentation For configuration and everything else, [head over to the docs](https://kilo.ai/docs). ### Contributing Contributions are welcome from developers, writers, and everyone in between. Start with the [Contributing Guide](/CONTRIBUTING.md) for environment setup, coding standards, and how to open a pull request. S",https://github.com/Kilo-Org/kilocode/blob/5e02825c8c5318912e39fe0ceee46793589fae3f/README.md,e26b90a6bbabc479c0ee81d06bc862ee91459a6a,2026-08-29T10:16:10.039629+00:00
59,Kilo-Org/kilocode,README.md,invites_external_contribution,open a pull request,"e in between. Start with the [Contributing Guide](/CONTRIBUTING.md) for environment setup, coding standards, and how to open a pull request. See [RELEASING.md](RELEASING.md) for the VS Code extension and CLI release process, and [packages/kilo-jetbrains/RELEASING.md](packages/kilo-jetbrains/RELEASING.md) for the JetBr",https://github.com/Kilo-Org/kilocode/blob/5e02825c8c5318912e39fe0ceee46793589fae3f/README.md,e26b90a6bbabc479c0ee81d06bc862ee91459a6a,2026-08-29T10:16:10.039629+00:00
60,a2ui-project/a2ui,CONTRIBUTING.md,invites_external_contribution,Submit a pull request,updates on your forked repository's feature branch.** This will save your changes to your copy of the repository. 5. **Submit a pull request to the official repository's main branch.** This will request that your changes be merged into the official repository. 6. **Resolve any linting and formatting errors.** Run `./sc,https://github.com/a2ui-project/a2ui/blob/d9086fb73fb5ab535780b6af47a7440096d5785f/CONTRIBUTING.md,adf854a344e4cdebe58fd9ab460cea44c10af5d4,2026-08-29T10:16:11.495166+00:00
60,a2ui-project/a2ui,CONTRIBUTING.md,requires_cla_or_dco,Contributor License Agreement,tribute to A2UI We'd love to accept your patches and contributions to this project. ## Before you begin ### Sign our Contributor License Agreement Contributions to this project must be accompanied by a [Contributor License Agreement](https://cla.developers.google.com/about) (CLA). You (or your employer) retain the copyright,https://github.com/a2ui-project/a2ui/blob/d9086fb73fb5ab535780b6af47a7440096d5785f/CONTRIBUTING.md,adf854a344e4cdebe58fd9ab460cea44c10af5d4,2026-08-29T10:16:11.495166+00:00
61,omnigent-ai/omnigent,CONTRIBUTING.md,invites_external_contribution,pull requests are welcome,"# Contributing to Omnigent Thanks for your interest in improving Omnigent. Issues and pull requests are welcome. For larger changes, open an issue first so we can discuss the approach. Please don't include secrets, internal URLs, customer data, or private configuration in issues, tests, ex",https://github.com/omnigent-ai/omnigent/blob/27967a94bbcc345afd321e816b2e7bc2dd8b1d0a/CONTRIBUTING.md,20c44efbf930d782492f50819c3324752c86346c,2026-08-29T10:16:12.762325+00:00
61,omnigent-ai/omnigent,CONTRIBUTING.md,preapproval_or_issue_first,open an issue first,"to Omnigent Thanks for your interest in improving Omnigent. Issues and pull requests are welcome. For larger changes, open an issue first so we can discuss the approach. Please don't include secrets, internal URLs, customer data, or private configuration in issues, tests, examples, or logs. ## Issue prioritization",https://github.com/omnigent-ai/omnigent/blob/27967a94bbcc345afd321e816b2e7bc2dd8b1d0a/CONTRIBUTING.md,20c44efbf930d782492f50819c3324752c86346c,2026-08-29T10:16:12.762325+00:00
61,omnigent-ai/omnigent,CONTRIBUTING.md,requires_cla_or_dco,Developer Certificate of Origin,"changes, copy tweaks with no flow change, and refactors with no behaviour change are exempt, same as the backend. ## Developer Certificate of Origin To contribute to this repository, you must sign off your commits to certify that you have the right to contribute the code and that it complies with the open source license. If y",https://github.com/omnigent-ai/omnigent/blob/27967a94bbcc345afd321e816b2e7bc2dd8b1d0a/CONTRIBUTING.md,20c44efbf930d782492f50819c3324752c86346c,2026-08-29T10:16:12.762325+00:00
61,omnigent-ai/omnigent,CONTRIBUTING.md,requires_cla_or_dco,Signed-off-by,"e the code and that it complies with the open source license. If you can certify the contents of the [DCO](DCO), add a `Signed-off-by` line to each commit message: ``` Signed-off-by: Joe Smith <joe.smith@email.com> ``` Please use your real name — pseudonymous/anonymous contributions are not accepted. If your `",https://github.com/omnigent-ai/omnigent/blob/27967a94bbcc345afd321e816b2e7bc2dd8b1d0a/CONTRIBUTING.md,20c44efbf930d782492f50819c3324752c86346c,2026-08-29T10:16:12.762325+00:00
61,omnigent-ai/omnigent,README.md,invites_external_contribution,Contributions are welcome,"pt out, follow our instructions in [Usage Telemetry](https://omnigent.ai/docs/deploy/telemetry). --- ## Contributing Contributions are welcome. See [CONTRIBUTING.md](https://github.com/omnigent-ai/omnigent/blob/main/CONTRIBUTING.md) for how to set up your environment, run the checks, and open a pull request. Adding or c",https://github.com/omnigent-ai/omnigent/blob/27967a94bbcc345afd321e816b2e7bc2dd8b1d0a/README.md,3d230c82d7307ba1a9c28de70812bc08b13e38dd,2026-08-29T10:16:12.762325+00:00
61,omnigent-ai/omnigent,README.md,invites_external_contribution,open a pull request,"ps://github.com/omnigent-ai/omnigent/blob/main/CONTRIBUTING.md) for how to set up your environment, run the checks, and open a pull request. Adding or changing support for a harness (Claude, Codex, Cursor, OpenCode, Hermes, Pi, ...)? Run the [harness test bench](https://github.com/omnigent-ai/omnigent/tree/main/tests",https://github.com/omnigent-ai/omnigent/blob/27967a94bbcc345afd321e816b2e7bc2dd8b1d0a/README.md,3d230c82d7307ba1a9c28de70812bc08b13e38dd,2026-08-29T10:16:12.762325+00:00
62,activepieces/activepieces,README.md,invites_external_contribution,We welcome contributions,"ps://discordapp.com/api/guilds/966798490984382485/widget.png?style=banner3"" alt=""""> </a> <br> <br> # 🌐 Contributions We welcome contributions big or small and in different directions. The best way to do this is to check this [document](https://www.activepieces.com/docs/build-pieces/building-pieces/create-action) and we",https://github.com/activepieces/activepieces/blob/217380c40e2a3c138cbf461b6f4bd442e3decf2b/README.md,83e16d857968de7c88600a6536d32042202b2348,2026-08-29T10:16:14.087511+00:00
63,NVIDIA/Megatron-LM,README.md,invites_external_contribution,contributions are welcome,"5/12]** **Megatron Core development has moved to GitHub.** All development and CI now happen in the open, and community contributions are welcome. - **[2025/10]** **[Megatron Dev Branch](https://github.com/NVIDIA/Megatron-LM/tree/dev)** - Early access branch with experimental features. - **[2025/10]** **[Megatron Bridge](ht",https://github.com/NVIDIA/Megatron-LM/blob/eb26b52878b217ae19963a96ac35f9f1569629b3/README.md,44c9d5b7c71a68b1e35acbab458fa5ca0b907abe,2026-08-29T10:16:15.515773+00:00
64,diegosouzapw/OmniRoute,CONTRIBUTING.md,invites_external_contribution,Open a Pull Request,"e/v3.8.49 # ... make changes ... git commit -m ""feat: describe your change"" git push -u origin feat/your-feature-name # Open a Pull Request with base = release/v3.8.49 ``` ### Branch Naming | Prefix | Purpose | | ----------- | ------------------------- | | `feat/` | New features",https://github.com/diegosouzapw/OmniRoute/blob/c705147de20ed72742248504c97f35d86c2d28b6/CONTRIBUTING.md,2cabb3a30bacd72fea28dc88ccf1de76aedd51eb,2026-08-29T10:16:16.685984+00:00
64,diegosouzapw/OmniRoute,README.md,invites_external_contribution,Open a Pull Request,changes (`git commit -m 'feat: add amazing feature'`) 5. Push to the branch (`git push origin feat/amazing-feature`) 6. Open a Pull Request with **base = that `release/vX.Y.Z` branch** See [CONTRIBUTING.md](CONTRIBUTING.md) for detailed guidelines. ### Releasing a New Version ```bash # Create a release — npm publis,https://github.com/diegosouzapw/OmniRoute/blob/c705147de20ed72742248504c97f35d86c2d28b6/README.md,116ae8b108e5ae7de28d3f754fad68a329776eb1,2026-08-29T10:16:16.685984+00:00
65,mlflow/mlflow,CONTRIBUTING.md,requires_cla_or_dco,Developer Certificate of Origin,"ave the right to pass it on as an open-source patch. If you can certify the below (from developercertificate.org): Developer Certificate of Origin Version 1.1 Copyright (C) 2004, 2006 The Linux Foundation and its contributors. 1 Letterman Drive Suite D4700 San Francisco, CA, 94129 Everyone is permit",https://github.com/mlflow/mlflow/blob/6edb615f55e34625fdf024f7a227fa01a4ef6f35/CONTRIBUTING.md,6f7440dbfe06cbafb5081740e6869eb99371b35d,2026-08-29T10:16:18.135593+00:00
65,mlflow/mlflow,CONTRIBUTING.md,requires_cla_or_dco,Signed-off-by,"nt with this project or the open source license(s) involved. Then add a line to every git commit message: Signed-off-by: Jane Smith <jane.smith@email.com> Use your real name (sorry, no pseudonyms or anonymous contributions). You can sign your commit automatically with `git commit -s` after you set",https://github.com/mlflow/mlflow/blob/6edb615f55e34625fdf024f7a227fa01a4ef6f35/CONTRIBUTING.md,6f7440dbfe06cbafb5081740e6869eb99371b35d,2026-08-29T10:16:18.135593+00:00
65,mlflow/mlflow,README.md,invites_external_contribution,welcome contributions,list (mlflow-users@googlegroups.com) or join us on [Slack](https://mlflow.org/slack). ## 🤝 Contributing We happily welcome contributions to MLflow! - Submit [bug reports](https://github.com/mlflow/mlflow/issues/new?template=bug_report_template.yaml) and [feature requests](https://github.com/mlflow/mlflow/issues/ne,https://github.com/mlflow/mlflow/blob/6edb615f55e34625fdf024f7a227fa01a4ef6f35/README.md,aad7deeaab2efc89dcc76da170988d74b2ce9e36,2026-08-29T10:16:18.135593+00:00
66,CopilotKit/CopilotKit,.github/PULL_REQUEST_TEMPLATE.md,preapproval_or_issue_first,file an issue first,"helps to make sure the work you're planning isn't already in progress. As described in our contributing guide, please file an issue first: https://github.com/ag-ui-protocol/ag-ui/issues Or, reach out to us on Discord: https://discord.com/invite/6dffbvGU3D You can learn more about contributing to copilotkit here: h",https://github.com/CopilotKit/CopilotKit/blob/b995233a4d897f828be9e22e6f90cb4121d35ac8/.github/PULL_REQUEST_TEMPLATE.md,1602f36e2eca82f86a8f66389b386d89558f7eda,2026-08-29T10:16:20.193239+00:00
66,CopilotKit/CopilotKit,CONTRIBUTING.md,invites_external_contribution,submit a Pull Request,"Kit/issues/new?assignees=&labels=bug&projects=&template=bug_report.yaml) to our GitHub Repository. Even better, you can submit a Pull Request with a fix. ## Missing a feature? So, you've got an awesome feature in mind? Throw it over to us by [creating an issue](https://github.com/CopilotKit/CopilotKit/issues/new?assig",https://github.com/CopilotKit/CopilotKit/blob/b995233a4d897f828be9e22e6f90cb4121d35ac8/CONTRIBUTING.md,8cff8138b79fdf0b0467a5b8db723affcbb781dc,2026-08-29T10:16:20.193239+00:00
66,CopilotKit/CopilotKit,CONTRIBUTING.md,preapproval_or_issue_first,file an issue first,"t to happen. It also helps to make sure the work you're planning isn't already in progress. As described below, please file an issue first: https://github.com/ag-ui-protocol/ag-ui/issues Or, reach out to us on Discord: https://discord.com/invite/6dffbvGU3D Ready to contribute but seeking guidance, we have several av",https://github.com/CopilotKit/CopilotKit/blob/b995233a4d897f828be9e22e6f90cb4121d35ac8/CONTRIBUTING.md,8cff8138b79fdf0b0467a5b8db723affcbb781dc,2026-08-29T10:16:20.193239+00:00
67,langfuse/langfuse,CONTRIBUTING.md,invites_external_contribution,We welcome contributions,"sions/categories/ideas) - Create and comment on [Issues](https://github.com/langfuse/langfuse/issues) - Open a PR. We welcome contributions through GitHub pull requests. This document outlines our conventions regarding development workflow, commit message formatting, contact points, and other resources. Our goal is to",https://github.com/langfuse/langfuse/blob/f6e56cbb6c6c001805e90c263efca995a3fd33ba/CONTRIBUTING.md,59d5b0d17afc54ffec89b015f4d78d0276f4a5f9,2026-08-29T10:16:21.301110+00:00
67,langfuse/langfuse,CONTRIBUTING.md,requires_cla_or_dco,Contributor License Agreement,"ngfuse.com/docs/open-source) for more details. When contributing to the Langfuse codebase, you need to agree to the [Contributor License Agreement](https://cla-assistant.io/langfuse/langfuse). You only need to do this once and the CLA bot will remind you if you haven't signed it yet. ### Troubleshoot CLA License Check",https://github.com/langfuse/langfuse/blob/f6e56cbb6c6c001805e90c263efca995a3fd33ba/CONTRIBUTING.md,59d5b0d17afc54ffec89b015f4d78d0276f4a5f9,2026-08-29T10:16:21.301110+00:00
67,langfuse/langfuse,README.md,invites_external_contribution,contributions are welcome,"se/issues) on GitHub Issues. - For time-sensitive queries, ping us via the in-app chat widget. ## 🤝 Contributing Your contributions are welcome! - Vote on [Ideas](https://github.com/orgs/langfuse/discussions/categories/ideas) in GitHub Discussions. - Raise and comment on [Issues](https://github.com/langfuse/langfuse/issu",https://github.com/langfuse/langfuse/blob/f6e56cbb6c6c001805e90c263efca995a3fd33ba/README.md,aa96cd81580a43260174793e63561d5a490055f9,2026-08-29T10:16:21.301110+00:00
69,coze-dev/coze-loop,CONTRIBUTING.md,invites_external_contribution,Submit pull request,"bute to the Cozeloop project in several ways: * Submit and vote for new feature ideas * Create and comment on issues * Submit pull requests * Improve documentation and code comments * Participate in code reviews Improvements to the core application, and documentation are all welcome. If you have any questions, pleas",https://github.com/coze-dev/coze-loop/blob/7469d17189644e8bed294d9dde1dfbfeca9a9e49/CONTRIBUTING.md,28345df87c89238b0b6f1711932ef8a900908e45,2026-08-29T10:16:23.986775+00:00
69,coze-dev/coze-loop,CONTRIBUTING.md,requires_cla_or_dco,Contributor License Agreement,"CENSE). By submitting code to the project, you agree that your contributions will be available under this license. ### Contributor License Agreement Before your contribution can be accepted, you need to agree that: 1. You have the right to submit the contribution under the Apache 2.0 license 2. The contribution is your origi",https://github.com/coze-dev/coze-loop/blob/7469d17189644e8bed294d9dde1dfbfeca9a9e49/CONTRIBUTING.md,28345df87c89238b0b6f1711932ef8a900908e45,2026-08-29T10:16:23.986775+00:00
70,IBM/mcp-context-forge,CONTRIBUTING.md,requires_cla_or_dco,DCO,how we handle the legal aspects of contribution. We use the same approach - the [Developer's Certificate of Origin 1.1 (DCO)](https://github.com/hyperledger/fabric/blob/master/docs/source/DCO1.1.txt) - that the Linux(r) Kernel [community](https://elinux.org/Developer_Certificate_Of_Origin) uses to mana,https://github.com/IBM/mcp-context-forge/blob/555a9f3be253290151ac51ed45fbdca4565f132b/CONTRIBUTING.md,a0fc9f918a7915414f0ba58f9a9552ef9ea66352,2026-08-29T10:16:25.147204+00:00
70,IBM/mcp-context-forge,CONTRIBUTING.md,requires_cla_or_dco,Signed-off-by,"bmitting a patch for review, the developer must include a sign-off statement in the commit message. Here is an example Signed-off-by line, which indicates that the submitter accepts the DCO: ```text Signed-off-by: John Doe <john.doe@example.com> ``` You can include this automatically when you commit a change",https://github.com/IBM/mcp-context-forge/blob/555a9f3be253290151ac51ed45fbdca4565f132b/CONTRIBUTING.md,a0fc9f918a7915414f0ba58f9a9552ef9ea66352,2026-08-29T10:16:25.147204+00:00
71,NVIDIA/OpenShell,.github/PULL_REQUEST_TEMPLATE.md,requires_cla_or_dco,DCO,## Checklist - [ ] Follows [Conventional Commits](https://www.conventionalcommits.org/) - [ ] Commits are signed off (DCO) - [ ] Architecture docs updated (if applicable),https://github.com/NVIDIA/OpenShell/blob/69a05ebb3b154e304a66fe80eed8504e889abc6d/.github/PULL_REQUEST_TEMPLATE.md,2efbaac5d1489e3e958b4fcac6e5bc739da41b8b,2026-08-29T10:16:26.455927+00:00
71,NVIDIA/OpenShell,CONTRIBUTING.md,invites_external_contribution,submit pull request,"ner will comment `/vouch` if approved, and the request discussion will close automatically. 5. Once vouched, you can submit pull requests. **If you are not vouched, any pull request you open will be automatically closed.** Org members and collaborators with push access bypass this check. ### Finding Work Issues",https://github.com/NVIDIA/OpenShell/blob/69a05ebb3b154e304a66fe80eed8504e889abc6d/CONTRIBUTING.md,8b33c58fae80e8a8186ba3a001dfd816212a958f,2026-08-29T10:16:26.455927+00:00
71,NVIDIA/OpenShell,CONTRIBUTING.md,requires_cla_or_dco,DCO,dbox): handle timeout errors gracefully docs: update installation instructions chore(deps): bump tokio to 1.40 ``` ### DCO All human contributions must include a `Signed-off-by` line in each commit message. This certifies you have the right to submit the work under the project license. See the [Devel,https://github.com/NVIDIA/OpenShell/blob/69a05ebb3b154e304a66fe80eed8504e889abc6d/CONTRIBUTING.md,8b33c58fae80e8a8186ba3a001dfd816212a958f,2026-08-29T10:16:26.455927+00:00
71,NVIDIA/OpenShell,CONTRIBUTING.md,requires_cla_or_dco,Signed-off-by,update installation instructions chore(deps): bump tokio to 1.40 ``` ### DCO All human contributions must include a `Signed-off-by` line in each commit message. This certifies you have the right to submit the work under the project license. See the [Developer Certificate of Origin](https://developercertificat,https://github.com/NVIDIA/OpenShell/blob/69a05ebb3b154e304a66fe80eed8504e889abc6d/CONTRIBUTING.md,8b33c58fae80e8a8186ba3a001dfd816212a958f,2026-08-29T10:16:26.455927+00:00
72,farion1231/cc-switch,CONTRIBUTING.md,preapproval_or_issue_first,Open an issue first,"&& pnpm test:unit cd src-tauri && cargo fmt --check && cargo clippy && cargo test ``` ## Pull Request Guidelines 1. **Open an issue first** for new features — PRs for features that are not a good fit may be closed. 2. **Fork and branch** — Create a feature branch from `main` (e.g., `feat/my-feature` or `fix/issue-12",https://github.com/farion1231/cc-switch/blob/3217f72596f2d1c0f879f0a05f83803825d9809f/CONTRIBUTING.md,f764a89e20c1e8ddb092a14b77ba7948b43ce735,2026-08-29T10:16:27.687782+00:00
