cohort,rank,repo_id,repo_name,openrank_2607,selection
Big Data benchmark,20,4704710,mwaskom/seaborn,11.7782,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,21,435375021,apache/incubator-gluten,11.427,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,22,677260606,apache/iceberg-python,11.0254,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,23,677260678,apache/iceberg-go,10.4843,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,24,20675636,apache/parquet-java,10.1227,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,25,498785517,apache/arrow-adbc,9.3485,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,26,849127594,apache/arrow-go,9.2874,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,27,494107715,apache/datafusion-ballista,9.2797,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,28,952097046,apache/arrow-rs-object-store,8.999,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,29,282994686,apache/flink-cdc,8.5296,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,30,669011066,apache/iceberg-rust,7.9865,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,31,193065376,apache/camel-quarkus,6.5611,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,32,206444,apache/hive,6.5037,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,33,114619105,apache/kyuubi,6.2928,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,34,459025965,apache/opendal,6.1067,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,35,893682219,apache/arrow-java,5.8002,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,36,21193524,apache/calcite,5.3618,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,37,59737212,antvis/G2,5.2072,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,38,33653601,jupyter/notebook,4.6892,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,39,120538653,apache/datafusion-sqlparser-rs,4.3819,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,40,14135470,apache/storm,4.1775,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,41,123345344,keplergl/kepler.gl,3.6341,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,42,20473418,apache/phoenix,3.3977,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,43,515951203,apache/datafusion-python,3.3093,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,44,56750161,apache/nifi-minifi-cpp,2.9846,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,45,340642806,apache/solr-site,2.9462,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,46,469069490,apache/opendal-reqsign,2.9147,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,47,801199055,apache/datafusion-site,2.0263,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,48,188779637,apache/streampark,1.9392,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,49,98013453,apache/atlas,1.2834,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,50,1102985952,apache/terraform-provider-iceberg,1.1897,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,51,154230024,apache/pinot-site,1.1698,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,52,1077950478,apache/solr-mcp,1.1398,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,53,938782414,apache/polaris-tools,0.9634,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,54,988870018,apache/arrow-swift,0.936,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,55,13926404,getredash/redash,0.7254,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,56,542858846,apache/pulsar-client-cpp,0.7102,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
Big Data benchmark,57,20675635,apache/parquet-format,0.6841,"Top July 2026 OpenRank repositories under :technology/big_data/, excluding earlier cohorts"
